,Unnamed: 0,Nr,URL,Title,Category,Subcategory,Saved,LastUpOn,Description,Zustand,FirstPrice,FirstAvailable,MinAmount,Location,Hersteller,Properties,FirstPriceNumeric,FirstAvailableNumeric,LastPriceNumeric,LastAvailableNumeric,LastPrice,LastAvailable,Sold,SoldAfter,Imagefile,Title_en,material_emb,German_Raw,German_Code,first_level,second_level,third_level,SoldAfterDays,StockChange
39,39,53847,https://restado.de/baustoff/ritter-balkontuer-2-flueglig-golden-oak-veka-profil-ug-06/,"Balkontür 2-flüglig, Golden Oak, VEKA Profil, Ug 0,6",Türen & Zargen,Außentüren,2023-01-09,,"Ich verkaufe hier eine neue Tür von Ritter mit VEKA Profil, 3 fach verglast. Die Tür wurde vor 1 1/2 Jahren während des Hausumbaus bestellt beim regionalen Fensterbauer, konnte final aufgrund von Bauänderungen nicht verbaut werden. Nun steht sie bei mir vor Ort in der Garage. Rechnung und Datenblätter habe ich vorhanden. Die Tür ist komplett neu wie auf den Bildern zu sehen ist. Fragen gerne telefonisch oder per Mail.",Neu,600€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-66299 Friedrichsthal,,"{""Material Türblatt"": ""Kunststoff"", ""Oberfläche Türblatt"": ""Kunststoff"", ""Material Türzarge"": ""Kunststoff"", ""Farbe Türblatt"": ""Golden Oak / weiß""}",600.0,1.0,600.0,1.0,600€ (VB) / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2020/05/1c37b481-10.jpg.webp', 'https://restado.de/wp-content/uploads/products/2020/05/6c93e44d-7.jpg.webp', 'https://restado.de/wp-content/uploads/products/2020/05/94d9032f-4.jpg.webp', 'https://restado.de/wp-content/uploads/products/2020/05/20f5c8b5-1.jpg.webp']","Double-leaf balcony door , Golden Oak , profile , Ug .",English oak,Door frames and leaves,Pr_30_59_23,Furnishings,"Door, Windows, Gates",Furnishings,,0.0
48,48,13295,https://restado.de/baustoff/terrassentuer-veka-neu/,Terrassentür VEKA (neu),Türen & Zargen,Außentüren,2023-01-09,,"Tür wurde nicht eingebaut  Außenmaß: B: 1075 x H: 2120 mm Ausführung: Protection Climatic 82AD 1.2 Blendrahmen 73mm Flügel 84mm Bodenschwelle BT10, flach 20mm Ug=1.1 Iso 4-16-4b Dreh-Kipp links Flügeldetails Griff abschließbar (100 Nm) mit Druckknopf Bodenschwelle BT10, flach 20mm Profilfarben - außen: weiß - innen: weiß, Grundkörper weiß, Dichtung: grau Elementoptionen Beschlag: Protection SE Randverbund \""warme Kante\"" grau, Griffmuschel montiert, Eck- und Scherenlager in: weiß Ral 9016",Neu,650€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),Neu,,{},650.0,1.0,650.0,1.0,650€ (VB) / Stück,1 Stück verfügbar,0.0,,[],Patio door new,Spandrel glass,Door frames and leaves,Pr_30_59_23,Other,"Door, Windows, Gates",Other,,0.0
98,98,61873,https://restado.de/baustoff/haustuer-zweifluegelig-2/,"Haustür, zweiflügelig",Türen & Zargen,Wohnungseingangstür,2023-01-09,1685232000000.0,"Eine historische, zweiflügelige Haustür aus 1885, gefertigt aus bestem Pitchpineholz, mit aufgedoppelter Brüstung, schön profilierten Glaseinfassungen, Briefschlitz, Klobenbändern (dh ohne Rahmen, da Kloben-Gegenstück direkt im Mauerwerk angeschlagen war), ein Glas fehlt und das andere stammt eher aus den 1970er Jahren, der Gehflügel ist rechts (DIN links-Anschlag), der Linke ist feststellbar und nach innen öffnend -wie fast alle Haustüren. Diese Tür gäbe einem Alt-Bremer-Haus auf jeden Fall wieder ein originales Gesicht, ginge aber auch als Flur-, oder Dielentür im Inneren des Hauses durch -als echter Hingucker mit Lichtspender! Beispiel dafür s. auch unter unserer Rubrik ""Vorher-Nachher"". Regal 4/6.  Material: Pitchpine,Glas Farbe: braun,natur,farblos Baujahr: 1885 Höhe: 204,50 cm Breite: 144,00 cm Länge/Tiefe: 3,80 cm Gewicht: 64,00 kg  Lieferung nach Absprache.",Neuwertig,700€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-28217 Bremen,,{},700.0,1.0,700.0,1.0,700€ / Stück,1 Stück verfügbar,1.0,12009600000.0,,"Front door , two-leaf",Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,139.0,0.0
99,99,61875,https://restado.de/baustoff/haustuer-zweifluegelig-3/,"Haustür, zweiflügelig",Türen & Zargen,Wohnungseingangstür,2023-01-09,1682553600000.0,"Eine zweiflügelige Haustür aus Zeiten des Jugendstils. Der Gehflügel ist DIN links angeschlagen, die rechte Seite feststellbar (gem. Fotoansicht=außen), die Füllungen sind mit Schnitzereien gestaltet, anbei der Klobenbeschlag (dh kein Rahmen, sondern Aufhängung war dierekt am Mauerwerk), Briefklappe nebst -schlitz ist vorhanden und könnte geschlossen werden und alles mit Einfachglas versehen! Geeignet wäre dieses schöne Stück als Haustür oder auch als Windfang- oder als Hingucker: Küchentür! Bei Bedarf wäre ein Oberlicht ja nachbaubar! Zu finden in Regal 1/1.  Material: Holz,Glas Farbe: braun,rot(Ochsenblut Baujahr: 1895 Höhe: 229,00 cm Breite: 142,00 cm Länge/Tiefe: 4,80 cm Gewicht: 64,00 kg  Lieferung nach Absprache.",Neuwertig,650€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-28217 Bremen,,{},650.0,1.0,650.0,1.0,650€ / Stück,1 Stück verfügbar,1.0,9331200000.0,,"Front door , two-leaf",Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,108.0,0.0
100,100,61871,https://restado.de/baustoff/haustuer-zweifluegelig/,"Haustür, zweiflügelig",Türen & Zargen,Wohnungseingangstür,2023-01-13,1685318400000.0,"Eine historische, zweiflügelige Haustür aus dem Oldenburgischen, der Anschlag des Gehflügels ist DIN rechts, Pyramiden füllungen, Briefschlitze, ein Mittelkapitell erhalten, andere Seite fehlt, Holzrosetten ind Blütenform, einmal Einfachglas vorhanden, 1x fehlend. Ein sehr schönes Bauteil, dass zB auch als Flurtür im Inneren eines Hauses eine gute Figur machen wird und die aufwendige Aufarbeitung wird sich lohnen! Artikel findet sich in Regal 1/2.  Material: Holz Farbe: weiß Baujahr: 1880 Höhe: 225,00 cm Breite: 155,00 cm Länge/Tiefe: 4,00 cm Gewicht: 75,00 kg  Lieferung nach Absprache.",Neuwertig,600€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-28217 Bremen,,{},600.0,1.0,600.0,1.0,600€ / Stück,1 Stück verfügbar,1.0,11750400000.0,"['https://restado.de/wp-content/uploads/products/2021/02/0a758755-20200912_161940-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2021/02/4e949b16-20200912_161550-scaled.jpg']","Front door , two-leaf",Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,136.0,0.0
230,230,5763,https://restado.de/baustoff/kellertuerstalltuerhoftuernebeneingangstuerschuppentuer/,Kellertür/Stalltür/Hoftür/Nebeneingangstür/Schuppentür,Türen & Zargen,Sonstiges,2023-01-09,," Breite:  95,00 cm Höhe:  191,00 cm Länge/Tiefe:  2,50 cm Gewicht / Stk.:    Baujahr (ca.):  1950 Material:  Holz Farbe:  braun Herkunft:  Privathaus Verfügbar ab: sofort", gut,60€ / Stk.,1 Stk. verfügbar,(1 Stk. Mindestabnahme),gut,,{},60.0,1.0,60.0,1.0,60€ / Stk.,1 Stk. verfügbar,0.0,,[],Cellar door/stable door/yard door/side entrance door/shed door,Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,,0.0
236,236,5773,https://restado.de/baustoff/kellertuerstalltuerhoftuernebeneingangstuerschuppentuer-3/,Kellertür/Stalltür/Hoftür/Nebeneingangstür/Schuppentür,Türen & Zargen,Sonstiges,2023-01-09,," Breite:  96,00 cm Höhe:  191,00 cm Länge/Tiefe:  2,50 cm Gewicht / Stk.:    Baujahr (ca.):  1950 Material:  Holz Farbe:  braun Verfügbar ab: sofort", gut,60€ / Stk.,1 Stk. verfügbar,(1 Stk. Mindestabnahme),gut,,{},60.0,1.0,60.0,1.0,60€ / Stk.,1 Stk. verfügbar,0.0,,[],Cellar door/stable door/yard door/side entrance door/shed door,Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,,0.0
242,242,5765,https://restado.de/baustoff/kellertuerstalltuerhoftuernebeneingangstuerschuppentuer-2/,Kellertür/Stalltür/Hoftür/Nebeneingangstür/Schuppentür,Türen & Zargen,Sonstiges,2023-01-09,,"sehr schönes altes Schloss, welches nachträglich eingebaut wurde, siehe Foto Breite:  96,00 cm Höhe:  191,00 cm Länge/Tiefe:    Gewicht / Stk.:    Baujahr (ca.):  1950 Material:  Holz Farbe:  braun Verfügbar ab: sofort", gut,75€ / Stk.,1 Stk. verfügbar,(1 Stk. Mindestabnahme),gut,,{},75.0,1.0,75.0,1.0,75€ / Stk.,1 Stk. verfügbar,0.0,,[],Cellar door/stable door/yard door/side entrance door/shed door,Beech,Door frames and leaves,Pr_30_59_23,Openings,"Door, Windows, Gates",Openings and opening component products,,0.0
289,289,85775,https://restado.de/baustoff/hgm-tuerblatt-zarge-ahorn-lackiert-610-x-1985-x-140/,HGM Türblatt + Zarge Ahorn Lackiert 610 x 1985 x 140,Türen & Zargen,Zimmertüren,2023-01-09,,"Hochwertiges Türblatt Ahorn lackiert 610 x 1985 x 40 HGM Modell Furnier Art, Typ 104 Anschlag DIN L Türblatt mir Rundkante ohne Schlüsselloch-Bohrung Passende Zarge 610 x 1985 x 140, mit Rundkante Abzugeben wegen Fehlkauf (falsch gemessen) Neu und OVP Bilder zeigt ähnliche eingebaute Tür (aber mit Anschlag DIN R) Privatverkauf, daher nur Selbstabholer",Neu,400€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-55450 Langenlonsheim,HGM,"{""Material Türblatt"": ""Holz"", ""Anschlag"": ""DIN Links"", ""Türblatt-Ausführung"": ""Gefälzt"", ""Oberfläche Türblatt"": ""Furnier"", ""Material Türzarge"": ""Holz"", ""Schlossart"": ""ohne Schlüssellochbohrung"", ""Farbe Türblatt"": ""Ahorn""}",400.0,1.0,400.0,1.0,400€ (VB) / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2021/11/77285452-img_20210726_165617-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2021/11/d387babe-img_20210726_171103-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2021/11/bf4ddc09-img_20210726_171053-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2021/11/1bcfbea2-img_20210726_165322-scaled.jpg']",door leaf + frame maple lacquered x x,Maple,Door frames and leaves,Pr_30_59_23,Furnishings,Furnishings,Furnishings,,0.0
320,320,75701,https://restado.de/baustoff/tuerstock-mit-tectusbaender-und-tuere-eiche-fa-herba/,türstock mit tectusbänder und türe eiche Fa. Herba,Türen & Zargen,Zimmertüren,2023-01-09,,"Wandausschnitt 90 cm, Türblatt ca. 86 cm breit und 210 cm hoch",Neu,250€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-87549 Rettenberg,Herba für FA. Baufritz,"{""Anschlag"": ""DIN Rechts"", ""Türblatt-Ausführung"": ""Stumpf Tectusband"", ""Oberfläche Türblatt"": ""Furnier"", ""Material Türzarge"": ""Holz"", ""Schlossart"": ""Buntbart"", ""Farbe Türblatt"": ""Eiche leichtgegräut""}",250.0,1.0,250.0,1.0,250€ (VB) / Stück,1 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2021/05/e00c5cf3-tuere-1.jpg'],Door frame with tectus hinges and oak door from Herba,European oak,Door frames and leaves,Pr_30_59_23,Furnishings,Furnishings,Furnishings,,0.0
