,Nr,URL,Title,Category,Subcategory,Saved,LastUpOn,Description,Zustand,FirstPrice,FirstAvailable,MinAmount,Location,Hersteller,Properties,FirstPriceNumeric,FirstAvailableNumeric,LastPriceNumeric,LastAvailableNumeric,LastPrice,LastAvailable,Sold,SoldAfter,Imagefile,material_emb,German_Raw,German_Code,first_level,second_level,third_level,SoldAfterDays,StockChange
3035,119996,https://restado.de/baustoff/klebemoertel-2k-weber-therm/,"Klebemörtel , Weber Therm",Innenausbau,Spachtelmassen & Kleber,2023-01-09,,"Biete hier noch 25 Gebinde Klebemörtel von Weber, Therm 2K. Dieser ist auf einer unserer Baustellen über geblieben. Der Kleber steht dauerhaft warm gelagert. Ein Gebinde entspricht 18kg. Neupreis liegt je Gebinde bei 91,60€ netto, Biete diesen nun für 20,00€ je Gebinde zur Abholung an. Original Rechnung liegt bei.  Produkteigenschaften schnelle Festigkeit der Mörtelmatrix witterungsunabhängige Durchtrockung durch Reaktivabbindung geeignet für Weber WDVS-Fassaden",Neu,20€ (VB) / Stück,25 Stück verfügbar,(1 Stück Mindestabnahme),D-52159 Roetgen,Weber,"{""Material"": ""Klebemörtel"", ""Gebindegröße"": ""18 kg""}",20.0,25.0,20.0,25.0,20€ (VB) / Stück,25 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2023/02/5c445aee-weber1.jpg', 'https://restado.de/wp-content/uploads/products/2023/02/a0a81f42-weber2.jpg', 'https://restado.de/wp-content/uploads/products/2023/02/a1c8bee0-weber-therm.jpg']",Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3036,119217,https://restado.de/baustoff/parkett-kleber-bergerbond/,Parkett Kleber BergerBond,Innenausbau,Spachtelmassen & Kleber,2023-01-09,,"4 Packungen jeweils 21 kg vorhanden (Preis pro Eimer 21 kg) BergerBond M1P ist ein Premium-SPU-Parkettklebstoff für höchste Ansprüche. Ein schubfester Klebstoff auf Basis von silanterminierten Polymeren, besonders gut geeignet zur Verklebung von Massivholzdielen. Er enthält keine Lösemittel, kein Wasser und ist stuhlrollengeeignet. Anwendbar auch auf Fußbodenheizung. Das 21 kg Gebinde enthält 3 x 7 kg Beutel, sehr praktisch und anwenderfreundlich. Verbrauch: 700-1100 g/m2.  Dieser Parkettkleber eignet sich zur Verklebung von:  Besonders gut einsetzbar für die Verklebung von Massivholzdielen  10 mm Massivparkett Mosaikparkett Stabparkett Fertigparkett Hochkantlamellenparkett sowie den meisten Exotenhölzern ebenso für Holzpflaster RE/ WE   Dieser Kleber ist ein absoluter Allrounder.  Geeignete Untergründe:  Zementestriche und Betonböden Holzuntergründe Trockenstrich gespachtelte Untergründe Anhydrit- Anhydritfließestrich (nur mit Grundierung) bauübliche mineralische Untergründe",Neu,125€ (VB) / Stück,4 Stück verfügbar,(1 Stück Mindestabnahme),D-03055 Cottbus,Bergerbond,"{""Material"": ""Auf SPU Basis"", ""Gebindegröße"": ""21 kg"", ""Geeignet für"": ""3997""}",125.0,4.0,125.0,4.0,125€ (VB) / Stück,4 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2023/01/c0494e65-95afebf0-70b5-4860-9766-fd079c9a7d08.jpeg'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3037,116916,https://restado.de/baustoff/fermacell-estrichkleber-greenline-1-kg/,fermacell Estrichkleber greenline kg,Innenausbau,Spachtelmassen & Kleber,2023-01-09,,fermacell Estrichkleber greenline Inhalt pro Flasche 1 kg,Neu,24€ Paketpreis,3 Stück verfügbar,(3 Stück Mindestabnahme),D-72116 Mössingen,Fermacell,"{""Material"": ""Estrichkleber""}",24.0,3.0,24.0,3.0,24€ Paketpreis,3 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/11/b0b627c9-20221105_145623550_ios-scaled.jpg'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3038,110320,https://restado.de/baustoff/pci-nanofug-premium-nussbraun/,Pci nanofug Premium nussbraun,Innenausbau,Spachtelmassen & Kleber,2023-01-16,, ,Neu,3€ (VB) / kg,20 kg verfügbar,(5 kg Mindestabnahme),D-50189 Elsdorf,PCI,"{""Einsatzbereich"": ""Wand und Boden"", ""Material"": ""Fugenmörtel"", ""Art"": ""Fugenmörtel"", ""Gebindegröße"": ""5 kg"", ""Selbstnivellierend"": ""Nein"", ""Systemart"": ""Starr""}",3.0,20.0,3.0,20.0,3€ (VB) / kg,20 kg verfügbar,0.0,,[],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3039,106378,https://restado.de/baustoff/parkettkleber-parat-strong/,Parkettkleber Parat Strong,Innenausbau,Spachtelmassen & Kleber,2023-01-09,,"Ich biete einen Eimer hochwertigen 1-komponentigen Klebstoff auf Basis MSP-Technologie von Parat.  Der Eimer ist beim Parkettverlegen übrig geblieben und noch original verschlossen. Der Originalpreis beträgt 139,95 Euro.  !!! Obwohl der Kleber noch original verschlossen ist, wird er doch als gebraucht von Privat verkauft. Daher keine Garantie, keine Rücknahme und kein Umtausch. Fragen Sie bitte nicht an, wenn Sie damit nicht einverstanden sind. !!!   Produktbeschreibung von der Website des Verkäufers:  PARAT® Strong neu ist ein 1-komponentiger, schnellhärtender, lösemittelfreier, elastischer Parkettkleber für die vollflächige Parkettverklebung. Geeignet für Massivparkett, Stabparkett (Nut und Feder), Mosaikparkett, Fertigparkett sowie Dielen und Hochkantlamellen.  Verbrauch: - Mosaikparkett ,HKL,10 mm, Massiv: B3 = 0,7 bis 0,9 kg/m2 - Stab-, Massiv- und Fertigparkett: B3 oder B 11 =0,8 bis 1,0 kg/m2   Produktmerkmale:  - Nach 12 Stunden belast- bzw. schleifbar (bei + 23 °C, bis 1 mm Klebstoffdicke) - Schnellhärtend - 1-komponentig, gebrauchsfertig - Hervorragende Verarbeitungseigenschaften, sehr einfach aufzutragen - Elastische, trittschalldämpfende Verklebung - Für handelsübliche Parkettholzarten geeignet - Besonders für Problemhölzer wie Buche, Ahorn und Bambus geeignet - Materialgerechte, elastische und schubfeste Verklebung zur Verringerung von Schubspannungen zwischen Parkett und Unterboden - Für Fußbodenheizung geeignet - Für die direkte Verklebung auf Altfliesen geeignet",Neu,60€ / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-34560 Fritzlar,Parat,"{""Material"": ""1-komponentiger Klebstoff auf Basis MSP-Technologie"", ""Gebindegröße"": ""16 kg Eimer"", ""Geeignet für"": ""3997""}",60.0,1.0,60.0,1.0,60€ / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/06/189b365a-img_20220524_105227.jpg', 'https://restado.de/wp-content/uploads/products/2022/06/ee245a84-img_20220524_105308.jpg']",Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3040,97912,https://restado.de/baustoff/sakret-klebe-und-amierungsmoertel-kam-san-25kg/,Sakret Klebe- und Amierungsmörtel kg,Innenausbau,Spachtelmassen & Kleber,2023-03-06,, ,Neu,272€ Paketpreis,16 Stück verfügbar,(16 Stück Mindestabnahme),D-64380 Roßdorf,Sakret,{},272.0,16.0,272.0,16.0,272€ Paketpreis,16 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/05/557b118d-whatsapp-image-2022-05-07-at-14.37.29.jpeg'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3041,97680,https://restado.de/baustoff/cubo-flexmoertel-c2te/,Cubo Flexmörtel,Innenausbau,Spachtelmassen & Kleber,2023-01-09,, ,Neu,18€ (VB) / Stück,1.000 Stück verfügbar,(40 Stück Mindestabnahme),D-50226 Frechen,Cubo,"{""Geeignet für"": ""3994""}",18.0,1000.0,18.0,1000.0,18€ (VB) / Stück,1.000 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/05/4faafd90-8ef83d08-edb6-4107-bd45-dbf5f51ef29e.jpeg'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3042,95014,https://restado.de/baustoff/kerakoll/,Kerakoll Bio Gel Kg Grau,Innenausbau,Spachtelmassen & Kleber,2023-01-09,,"Flexibler, struktureller Mehrzweck Gel Mörtel, staubreduziert, auf Basis des exklusiven Geobindemittels Geolegante von Kerakoll. Für das Verkleben aller Materialarten auf jeder Art von Untergrund und für jeden Einsatz, auch unter extremen Bedingungen. Umweltfreundlich. Ideal für GreenBuilding.  •	Ideal für Großformate •	Ideal für Platten mit geringer Stärke •	Hohe Verformbarkeit",Neu,"28,99€ / Stück",100 Stück verfügbar,(1 Stück Mindestabnahme),D-96450 Coburg,Kerakoll,"{""Geeignet für"": ""3994""}",28.99,100.0,28.99,100.0,"28,99€ / Stück",100 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/04/0973f82d-bio-gel.png'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
3043,93048,https://restado.de/baustoff/wakol-ms-228/,,Innenausbau,Spachtelmassen & Kleber,2023-01-09,1689465600000.0,"Elastischer 1-komponenten MS-Parkettklebstoff für die Verlegung von Mehrschichtparkett auf saugfähige und nicht saugende Untergründe. WAKOL MS 228 entspricht DIN EN ISO 17178.   Verbrauch: ca. 800-1500 g/m² mit Spachtelzahnung, ca. 1700-1800 g/m² mit WAKOL Spezialzahnung 5 oder WAKOL Spezialzahnleiste 5",Neu,"89,99€ / Stück",1.000.000 Stück verfügbar,(5 Stück Mindestabnahme),D-10559 Berlin,,{},89.99,1000000.0,89.99,1000000.0,"89,99€ / Stück",1.000.000 Stück verfügbar,1.0,16243200000.0,['https://restado.de/wp-content/uploads/products/2022/03/765f24cc-wakol-ms-228_wakol15_product.png'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,188.0,0.0
3044,91434,https://restado.de/baustoff/maxit-bfx-flexfuge-25kg-anthrazit/,Maxit Flexfuge kg Anthrazit,Innenausbau,Spachtelmassen & Kleber,2023-01-09,,"Technische Daten Anwendungsbereich Fliesen- & Natursteinverlegeprodukte: Boden, Wand Artikeltyp Fliesen- & Natursteinverlegeprodukte: Fugenmörtel Ausführung Fliesen- & Natursteinverlegeprodukte: Zementmörtel Aushärtezeit begehbar nach: ca. 2 Stunden Aushärtezeit voll belastbar nach: ca. 7 Tage Eignung: Keramik, Fliesen, Spaltplatten, Betonwerkstein, Glasbaustein, Fassadenriemchen, Feinsteinzeug, Naturstein Einsatzbereich: Innen & Außen Farbe: anthrazit Flexibel: Ja Fugenbreite bis (mm): 20 Fugenbreite von (mm): 3 Gebindeart: Sack Inhalt (kg): 25 Material Basis: Zement Schnellhärtend: Ja Verarbeitungsdauer: ca. 30 Minuten Verarbeitungstemperatur bis (°C): 25 Verarbeitungstemperatur von (°C): 5  41 Sack zur Verfügung Versand möglich, Kosten kommen drauf",Neuwertig,"34,99€ / Stück",42 Stück verfügbar,(1 Stück Mindestabnahme),D-99428 Weimar,Maxit,{},34.99,42.0,34.99,42.0,"34,99€ / Stück",42 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/02/8c189db7-maxit-bfx-anthrazit.jpg'],Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Trim products,,0.0
