,Nr,URL,Title,Category,Subcategory,Saved,LastUpOn,Description,Zustand,FirstPrice,FirstAvailable,MinAmount,Location,Hersteller,Properties,FirstPriceNumeric,FirstAvailableNumeric,LastPriceNumeric,LastAvailableNumeric,LastPrice,LastAvailable,Sold,SoldAfter,Imagefile,material_emb,German_Raw,German_Code,first_level,second_level,third_level,SoldAfterDays,StockChange
1404,117689,https://restado.de/baustoff/naturschiefer-rechteckig-dach-370-m2/,"Naturschiefer , rechteckig , Dach m",Dach,Dacheindeckung,2023-01-09,,"Gut erhaltene, historische Schieferplatten vom Dach eines Schulhauses. 370m2.",Gebraucht,20€ (VB) / m²,370 m² verfügbar,(50 m² Mindestabnahme),D-21029 Hamburg,Historische Platten vom Dach eines alten Schulhauses,"{""Material"": ""Schiefer"", ""Format"": ""20 x 20 cm"", ""Farbton"": ""schwarz / anthrazit""}",20.0,370.0,20.0,370.0,20€ (VB) / m²,370 m² verfügbar,0.0,,[],Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1405,110232,https://restado.de/baustoff/glasdach-mit-stahlelementen-und-stahltraeger/,Glasdach mit Stahlelementen und Stahlträger,Dach,Dacheindeckung,2023-01-09,,auf Nachfrage exakte Maße und Material Angaben,Neuwertig,1€ (VB) / Stück,1 Stück verfügbar,(1 Stück Mindestabnahme),D-73344 Gruibingen,Habdank Metallbau,"{""Serie"": ""individuell""}",1.0,1.0,1.0,1.0,1€ (VB) / Stück,1 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/07/66586606-1659084174777.jpg', 'https://restado.de/wp-content/uploads/products/2022/07/3d2f9fd1-1659084174791.jpg', 'https://restado.de/wp-content/uploads/products/2022/07/1e60dca9-1659084174770-scaled.jpg']",Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1406,107315,https://restado.de/baustoff/ejot-jt2-t-2h-48-x-19/,", x",Dach,Dacheindeckung,2023-01-09,,"Ich verkaufe JT2 -T-2H- 4,8 x 19 der Firma EJOT. Es handelt sich um Neuware, Restpostenabverkauf.  3,50€ je 100 Stück Preis ist verhandelbar.  Verpackungseinheit: 1000 Stück  Verfügbare Menge: 10.000 Stück  Anwendung: Für den Bereich Industrieller Leichtbau.  Versand gegen Aufpreis möglich.  Privatverkauf, keine Garantie, keine Rücknahme, keine Gewährleistung.",Neu,"0,04€ (VB) / Stück",10.000 Stück verfügbar,(1.000 Stück Mindestabnahme),D-57271 Hilchenbach,EJOT,"{""Produkt"": ""JT2 -T-2H- 4,8 x 19""}",0.04,10000.0,0.04,10000.0,"0,04€ (VB) / Stück",10.000 Stück verfügbar,0.0,,[],Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1407,107190,https://restado.de/baustoff/ejot-jz7-63x165-cronimaks/,", x",Dach,Dacheindeckung,2023-01-09,,"Ich verkaufe JZ7-6,3x165 CRONIMAKS der Firma EJOT. Es handelt sich um Neuware, Restpostenabverkauf.  204,90€ je 100 Stück Preis ist verhandelbar.  Verpackungseinheit: 200 Stück  Verfügbare Menge: 5000 Stück  Anwendung: Verschraubung von Stahlprofilblechen und Sandwichelementen auf hochfesten Stahl­ und Aluminiumunterkonstruktionen.  Versand gegen Aufpreis möglich.  Privatverkauf, keine Garantie, keine Rücknahme, keine Gewährleistung.",Neu,"2,05€ (VB) / Stück",5.000 Stück verfügbar,(200 Stück Mindestabnahme),D-57271 Hilchenbach,EJOT,"{""Produkt"": ""JZ7-6,3x165 CRONIMAKS""}",2.05,5000.0,2.05,5000.0,"2,05€ (VB) / Stück",5.000 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/06/342ef441-cronimaks.png'],Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1408,107116,https://restado.de/baustoff/ejot-jz7-63x185-cronimaks/,", x",Dach,Dacheindeckung,2023-01-09,,"Ich verkaufe JZ7-6,3x185 CRONIMAKS der Firma EJOT. Es handelt sich um Neuware, Restpostenabverkauf.  256,70€ je 100 Stück Preis ist verhandelbar.  Verpackungseinheit: 100 Stück  Verfügbare Menge: 10.00 Stück  Anwendung: Verschraubung von Stahlprofilblechen und Sandwichelementen auf hochfesten Stahl­ und Aluminiumunterkonstruktionen.  Versand gegen Aufpreis möglich.  Privatverkauf, keine Garantie, keine Rücknahme, keine Gewährleistung.",Neu,"2,57€ (VB) / Stück",10.000 Stück verfügbar,(100 Stück Mindestabnahme),D-57271 Hilchenbach,EJOT,"{""Produkt"": ""JZ7-6,3x185 CRONIMAKS""}",2.5700000000000003,10000.0,2.5700000000000003,10000.0,"2,57€ (VB) / Stück",10.000 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/06/d4e0be71-3291800361.png'],Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1409,106132,https://restado.de/baustoff/biberschwanzziegel-6-eck-schnitt/,"Biberschwanzziegel , -Eck Schnitt",Dach,Dacheindeckung,2023-01-09,,"Verschiedene Ziegel vorhanden, bei Interesse einfach nachfragen",Neu,1€ (VB) / Stück,300 Stück verfügbar,(1 Stück Mindestabnahme),D-91126 Rednitzhembach,Koramic,"{""Oberfläche"": ""Natur"", ""Art"": ""Firstziegel, Lüfter....""}",1.0,300.0,1.0,300.0,1€ (VB) / Stück,300 Stück verfügbar,0.0,,['https://restado.de/wp-content/uploads/products/2022/05/6168d51c-20220312_132229_hdr.jpg'],Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1410,106030,https://restado.de/baustoff/fos-typ-415c-30-80x53-fuer-biber-d-14-17-mm/,Typ c /x für Biber d = mm Ziegel Klammer Bibers…,Dach,Dacheindeckung,2023-01-09,,"4 Packungen á 200 Stück (pro Packung € 50,00) neue Biberschwanzklammern zur fachregelgerechten Sturmsicherung.  Die 655 Alfa Biberschwanzklammer Typ 415c ist ZIAL®-beschichtet und dient der sicheren und dauerhaften Fixierung von Biberschwanzziegeln bei Doppeldeckungen. Die Klammer wird an der Traglatte eingehängt, aufwendiges Bohren und Verschrauben der Ziegel entfällt. Dank der werkzeugfreien Montage geht die fachregelgerechte Sturmsicherung der Biberschwanzziegel schnell und einfach.  PRIVATVERKAUF  keine Rückgabe, Garantie etc., Irrtum vorbehalten.",Neu,50€ (VB) / Stück,800 Stück verfügbar,(200 Stück Mindestabnahme),D-90547 Stein,,{},50.0,800.0,50.0,800.0,50€ (VB) / Stück,800 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/05/5bed7cd0-biberschwanzklammern.jpg', 'https://restado.de/wp-content/uploads/products/2022/05/e1aca723-dscn0749.jpg']",Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1411,97223,https://restado.de/baustoff/handgeformte-tonziegel/,Handgeformte Tonziegel,Dach,Dacheindeckung,2023-01-09,, ,Gebraucht,3.600€ Paketpreis,1.800 Stück verfügbar,(1.800 Stück Mindestabnahme),D-26931 Elsfleth,,"{""Oberfläche"": ""Natur"", ""Ziegelbedarf (Stk./m²)"": ""14""}",3600.0,1800.0,3600.0,1800.0,3.600€ Paketpreis,1.800 Stück verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/04/2b58ef97-img_6455.jpg', 'https://restado.de/wp-content/uploads/products/2022/04/a24e0726-img_6456.jpg']",Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1412,92920,https://restado.de/baustoff/bauder-heissbitumen/,Bauder Heissbitumen Bitumen,Dach,Dacheindeckung,2023-01-09,,Bauder Heissbitumen auf Palette  Wegen Umstrukturierung der Baustelle zu viel gekauft auf der Palette ist 1 Tonne  Abnahme nur ganze Paletten,Neu,1.000€ (VB) / Tonnen,6 Tonnen verfügbar,(1 Tonnen Mindestabnahme),D-49716 Meppen,,{},1000.0,6.0,1000.0,6.0,1.000€ (VB) / Tonnen,6 Tonnen verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/03/e0d65987-20220316_075717-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2022/03/9e39d715-20220316_075717-scaled.jpg']",Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
1413,92622,https://restado.de/baustoff/hebel-dachplatten-porenbeton-fuer-carport-garage-etc/,"Dachplatten Porenbeton für Carport , Garage etc .",Dach,Dacheindeckung,2023-01-09,,"Das Paket besteht aus: 4 Dachplatten, Dicke 150 mm, Länge 3150 mm, Tiefe 415 mm  24 Dachplatten, Dicke 150 mm, Länge 3150 mm, Tiefe 620 mm  Die Dachplatten in Verbindung mit einer Stahlkonstruktion reichen für 3 Pkw Stellplätze.  Nur Abholung! Kein Versand! Keine Teilmengen.  MwSt. nicht ausweisbar, da Privatverkauf.",Neuwertig,300€ / Paket,1 Paket verfügbar,(1 Paket Mindestabnahme),D-49326 Melle,HEBEL,{},300.0,1.0,300.0,1.0,300€ / Paket,1 Paket verfügbar,0.0,,"['https://restado.de/wp-content/uploads/products/2022/03/6a629abe-20220311_154323-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2022/03/b08cd09f-20220311_153255-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2022/03/a91b8532-20220311_153404-scaled.jpg', 'https://restado.de/wp-content/uploads/products/2022/03/634d30de-20220311_154342-scaled.jpg']",Silt,Roofing and cladding units,Pr_25_93_72,"Roof, Slabs, Stairs","Floors, Ceiling",Structural roofing units,,0.0
