,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
389,999LIG716,Hanging light 'Aurore ' circle,1.5,kg,pc,"
Hanging light ‘Aurore 50’.Dimensions :Diameter : 50 cmBasic Height : 50 cm but various heights are availableThickness of the disc : 1,4 cmSocket : E27This light has been made from reclaimed Terrazzo ‘Vetisol Cristo’, cut by water jet. Small imperfections are possible along the perimeter of the disk and are to be considered part of the charm of this home made hanging light. Small colour variations due to the weathering of the material are also possible. The electrical components and cable in untreated brass are entirely new. Various heights are available.Bulb is not included in the price.Please note! In order to prepare your order in the best possible way, our team will need one week (for small order) or two weeks (for large order) from the day of your order.
",Lighting,https://rotordc.com/shop/product/999lig716-hanging-light-aurore-50-circle-58738?category=39,,129.0,129.0,,,,,,,,,,0.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.7167696356773376, 'start': 190, 'end': 199, 'answer': ' Terrazzo'}","{'score': 0.28439998626708984, 'start': 37, 'end': 60, 'answer': ' :Diameter : 50 cmBasic'}","{'score': 0.20166930556297302, 'start': 550, 'end': 601, 'answer': ' available.Bulb is not included in the price.Please'}",Coloured glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.20166930556297302,,,,
390,999LIG717,Hanging light ‘ Aurore ’ circle,1.5,kg,pc,"
Hanging light ‘Aurore 35’.Dimensions :Diameter : 35 cmBasic Height : 50 cm but various heights are availableThickness of the disc : 1,4 cmSocket : E27This light has been made from reclaimed Terrazzo ‘Vetisol Cristo’, cut by water jet. Small imperfections are possible along the perimeter of the disk and are to be considered part of the charm of this home made hanging light. Small colour variations due to the weathering of the material are also possible. The electrical components and cable in untreated brass are entirely new. Various heights are available.Bulb is not included in the price.Please note! In order to prepare your order in the best possible way, our team will need one week (for small order) or two weeks (for large order) from the day of your order.
",Lighting,https://rotordc.com/shop/product/999lig717-hanging-light-aurore-35-circle-58737?category=39,,129.0,129.0,,,,,,,,,,0.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.7175909280776978, 'start': 190, 'end': 199, 'answer': ' Terrazzo'}","{'score': 0.4808814525604248, 'start': 37, 'end': 60, 'answer': ' :Diameter : 35 cmBasic'}","{'score': 0.1376054435968399, 'start': 550, 'end': 601, 'answer': ' available.Bulb is not included in the price.Please'}",Coloured glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.1376054435968399,,,,
393,999LIG936,Hanging light 'Aurore ' – Decagon,7.0,kg,pc,"
Hanging light ‘Aurore 50’ – Decagon.Dimensions :Diameter : 50 cmBasic Height : 50 cm but various heights are availableThickness of the disc : 1,4 cmSocket : E27This light has been made from reclaimed Terrazzo ‘Vetisol Cristo’, cut by water jet. Small imperfections are possible along the perimeter of the disk and are to be considered part of the charm of this home made hanging light. Small colour variations due to the weathering of the material are also possible. The electrical components and cable in untreated brass are entirely new. Various heights are available.Bulb is not included in the price.Please note! In order to prepare your order in the best possible way, our team will need one week (for small order) or two weeks (for large order) from the day of your order.
",Lighting,https://rotordc.com/shop/product/999lig936-hanging-light-aurore-50-decagon-58730?category=39,,129.0,134.0,,,,,,,,,,5.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.7340731024742126, 'start': 200, 'end': 209, 'answer': ' Terrazzo'}","{'score': 0.34814879298210144, 'start': 47, 'end': 70, 'answer': ' :Diameter : 50 cmBasic'}","{'score': 0.2318941354751587, 'start': 560, 'end': 611, 'answer': ' available.Bulb is not included in the price.Please'}",Daub,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.2318941354751587,,,,
423,193LIG123,Hanging light ' by Delta Light,1.9,kg,pc,"
Diameter: 13cm, Height: 14 cm Condition: very good. Minor scratches, dust and small white paint splatters are possible. They come from a 3y old installation where they were hooked to a light sensitive motion detector. They have in any case been on less than 5000 hours, while the LED chip is sold as capable of > 50.000 of operation.1 x LED 16,3W / CRI>90 / 2700K / 2209lmReflector: flood 20°Incl. Dimmable LED power supply. 500mA-DC. Dimming requires additional set-up, these lights cannot be dimmed with a traditional line dimmer. Cable length minimum 0,75mSimilar new product from the same manufacturer sell for around 400€. 
",Lighting,https://rotordc.com/shop/product/193lig123-hanging-light-boxy-xl-by-delta-light-59032?page=2&category=39,,121.0,119.0,,,,,,,,,,2.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 7.035805538180284e-06, 'start': 389, 'end': 398, 'answer': ' 20°Incl.'}","{'score': 0.5583677291870117, 'start': 1, 'end': 30, 'answer': 'Diameter: 13cm, Height: 14 cm'}","{'score': 0.1493309736251831, 'start': 323, 'end': 341, 'answer': ' operation.1 x LED'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,Power and lighting outlet products,0.1493309736251831,,,,
443,999LIG901S,Hanging light “ Sybille ”,0.3,kg,pc,"
Hanging light in glass and brass with all new electric system and E14 sockets. White or black metal ceiling cap included.Diameter: 6 cm, height one lamp: 18,5 cm. Cable length: 3 x 120cm.Upon request, the lamps can be mounted with a custom cable colour and length.Sold per piece or per 3 (can be more on demand).When sold per piece, one metal ceiling cap with one hole is included. When sold per 3, one cap with 3 holes is included.
",Lighting,https://rotordc.com/shop/product/hanging-light-sybille-56091?page=3&category=39,,49.0,59.0,,,,,,,,,,10.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.6148356795310974, 'start': 17, 'end': 33, 'answer': ' glass and brass'}","{'score': 0.25815558433532715, 'start': 131, 'end': 137, 'answer': ' 6 cm,'}","{'score': 0.21290065348148346, 'start': 269, 'end': 288, 'answer': ' per piece or per 3'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.21290065348148346,,,,
458,122LIG233B,Hanging light 'Gaston ' big,2.6,kg,pc,"
Consist of a newly made fitting draped with two vintage opaline shades.
Includes 1,2 textile cable (pick your colour) and a metallic ceiling cap for easy mounting.

Dimensions glass shades: 28,5cm * 28,5 cm * 9 cm
Socket: E27
",Lighting,https://rotordc.com/shop/product/122lig233b-hanging-light-gaston-big-54436?page=4&category=39,,84.0,69.0,,,,,,,,,,15.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.05886900797486305, 'start': 56, 'end': 64, 'answer': ' opaline'}","{'score': 0.3751470446586609, 'start': 190, 'end': 214, 'answer': ' 28,5cm * 28,5 cm * 9 cm'}","{'score': 0.005091967061161995, 'start': 44, 'end': 48, 'answer': ' two'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.005091967061161995,,,,
459,122LIG233,Hanging light 'Gaston ',2.6,kg,pc,"
Consist of a newly made fitting draped with two vintage opaline shades.
Includes 1,2 textile cable (pick your colour) and a metallic ceiling cap for easy mounting.

Dimensions glass shades: 22,5cm * 22,5 cm * 9 cm
Socket: E27
",Lighting,https://rotordc.com/shop/product/122lig233-hanging-light-gaston-54435?page=4&category=39,,84.0,59.0,,,,,,,,,,25.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.052258312702178955, 'start': 85, 'end': 93, 'answer': ' textile'}","{'score': 0.19664834439754486, 'start': 190, 'end': 214, 'answer': ' 22,5cm * 22,5 cm * 9 cm'}","{'score': 0.0030895646195858717, 'start': 44, 'end': 48, 'answer': ' two'}",Reflective glass,Pendant luminaires,Pr_70_70_48_62,Other,Other,Power and lighting outlet products,0.0030895646195858717,,,,
469,999LIG558,Hanging light 'Bilie ',0.6,kg,pc,"
Hanging light 'Bilie'.

Diameter: 18 cm
Height: 15 cm
Socket: E27

While the glass is vintage, the electrical components and cable have been entirely renewed. Bulb is not included in the price.
1,2m of textile cable and metallic ceiling cap are included in the price.

Cable colour can be customised.
",Lighting,https://rotordc.com/shop/product/999lig558-hanging-light-bilie-54415?page=5&category=39,,54.0,54.0,,,,,,,,,2022-08-06,0.0,,2022-08-02,BE,rotordc,fr,1,4.0,"{'score': 0.618878185749054, 'start': 202, 'end': 210, 'answer': ' textile'}","{'score': 0.30742347240448, 'start': 24, 'end': 40, 'answer': '\nDiameter: 18 cm'}","{'score': 0.42706847190856934, 'start': 194, 'end': 199, 'answer': '\n1,2m'}",Sitka spruce,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.42706847190856934,,,,4.0
976,999LIG1066,Hanging light with smoked glass shade by Boom ca .,1.47,kg,pc,"
Hanging light with smoked glass shade handcrafted by Boom factory Total height145 cmShade diameter25 cm SocketE27 New, from overstock. May have small imperfection on the glass shade due to storage or handcrafting. A bit dusty needs to be cleaned. Bulb is not included in the price. Metallic ceiling cap (black or white) and 120 cm of textile cable (various colors) are included. The brass fitting and electric system are entirely renewed.
",Lighting,https://rotordc.com/shop/product/999lig1066-hanging-light-with-smoked-glass-shade-by-boom-ca-1960-59893?category=39,"['59893_3940cba.png', '11216_d5d5361.png', '11217_d5d5361.png', '11218_d5d5361.png', '11219_d5d5361.png', '11220_d5d5361.png']",129.0,129.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.18108436465263367, 'start': 334, 'end': 342, 'answer': ' textile'}","{'score': 0.29539474844932556, 'start': 66, 'end': 104, 'answer': '\xa0Total height145 cmShade diameter25 cm'}","{'score': 0.003945461008697748, 'start': 324, 'end': 331, 'answer': '\xa0120 cm'}",Coloured glass,Pendant luminaires,Pr_70_70_48_62,Other,"Blocks, Panels, Fences, Bricks",Power and lighting outlet products,0.003945461008697748,,,,
978,203LIG068,Hanging light by Tobias Grau,1.5,kg,pc,"
Hanging light by Tobias Grau with opaline glass diffuser. Diameter20 cmHeight23 cmCable lenght230 cmSocketE27 New, from overstock. Needs to be mounted. Dusty, needs to be cleaned. Bulb is not included. Ceiling cap black or white are included in the price. 
",Lighting,https://rotordc.com/shop/product/203lig068-hanging-light-by-tobias-grau-59886?category=39,"['59886_ef0c87d.png', '11186_6e43fe5.png', '11187_6e43fe5.png', '11188_6e43fe5.png', '11189_6e43fe5.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.6421890258789062, 'start': 34, 'end': 48, 'answer': ' opaline glass'}","{'score': 0.46973106265068054, 'start': 58, 'end': 80, 'answer': '\xa0Diameter20 cmHeight23'}","{'score': 0.4247532784938812, 'start': 88, 'end': 110, 'answer': ' lenght230 cmSocketE27'}",Gneiss,Pendant luminaires,Pr_70_70_48_62,Other,Other,"Lighting columns, brackets and bollards",0.4247532784938812,,,,
