,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
651,999DOP870,Wooden door in white x cm - Right/Left,25.0,kg,pc,"
Location:D4Attributes:Material:Note:Door panelsSolid woodGood used condition. Some scratches in the wood.General conditionGood used condition. Dusty, needs to be cleaned. Please note there are two casters above the door (originally used as sliding door)Dimensions:Height202 cmWidth78 cmThickness4 cmWeight25 kgDoor swing directionRight/LeftHardware:HandelsYes HingesNoLockcaseYesKeyYes
",Doors,https://rotordc.com/shop/product/999dop870-wooden-door-in-white-h-202-x-w-78-cm-right-left-59872?category=32,"['59872_9c07dc8.png', '11137_d355c0d.png', '11138_d355c0d.png', '11139_d355c0d.png', '11140_d355c0d.png', '11141_d355c0d.png']",69.0,69.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.9656001329421997, 'start': 41, 'end': 62, 'answer': ' panelsSolid woodGood'}","{'score': 0.01643853634595871, 'start': 248, 'end': 284, 'answer': ' door)Dimensions:Height202 cmWidth78'}","{'score': 0.015654806047677994, 'start': 297, 'end': 315, 'answer': ' cmWeight25 kgDoor'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,Furnishings,"Door, Windows, Gates",Furnishings,0.015654806047677994,,,,
652,999DOP869,"Door in solid wood with glass window , x , cm - Right",30.0,kg,pc,"
Location:D4Attributes:Material:Note:Door panelsSolid woodGood used condition. Some scratches in the wood.Window panelsBeveled glass window Good used condition. General conditionGood used condition. Dusty, needs to be cleaned.Dimensions:Height200,5 cmWidth82,5 cmThickness4 cmWeight30 kgDoor swing directionRightHardware:HandelsYes HingesYesLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop869-door-in-solid-wood-with-glass-window-h-200-5-x-w-82-5-cm-right-59871?category=32,"['59871_045ef42.png', '11132_911260d.png', '11133_911260d.png', '11134_911260d.png', '11135_911260d.png', '11136_911260d.png']",99.0,99.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.9199381470680237, 'start': 41, 'end': 62, 'answer': ' panelsSolid woodGood'}","{'score': 0.049908049404621124, 'start': 217, 'end': 260, 'answer': ' cleaned.Dimensions:Height200,5 cmWidth82,5'}","{'score': 0.03722047060728073, 'start': 273, 'end': 291, 'answer': ' cmWeight30 kgDoor'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.03722047060728073,,,,
653,999DOP862,"Door in solid wood with stained glass window , x , cm - Right",35.0,kg,pc,"
Location:C1Attributes:Material:Note:Door panelsSolid woodGood used condition. Some scratches in the wood.Window panelsStained glass windowGood used condition. Window seals are old.General conditionGood used condition. Dusty, needs to be cleaned.Dimensions:Height215,3 cmWidth82,5 cmThickness5,5 cmWeight35 kgDoor swing directionRightHardware:HandelsYesOne handle is a bit bentHingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop862-door-in-solid-wood-with-stained-glass-window-h-215-3-x-w-82-5-cm-right-59853?category=32,"['59853_005c0e7.png', '11041_f779ccc.png', '11042_f779ccc.png', '11043_f779ccc.png', '11044_f779ccc.png', '11045_f779ccc.png', '11046_f779ccc.png']",99.0,99.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.9270865321159363, 'start': 41, 'end': 62, 'answer': ' panelsSolid woodGood'}","{'score': 0.10796066373586655, 'start': 237, 'end': 295, 'answer': ' cleaned.Dimensions:Height215,3 cmWidth82,5 cmThickness5,5'}","{'score': 0.008915322832763195, 'start': 295, 'end': 313, 'answer': ' cmWeight35 kgDoor'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.008915322832763195,,,,59.0
654,999DOP867,"Wooden door with stained glass , cm x , cm - Left",35.0,kg,pc,"
Location:C1Attributes:Material:Note:Door panelsSolid woodGood used condition. Some scratches in the wood.Window panelsStained glass windowGood used condition. Window seals are old.General conditionGood used condition. Dusty, needs to be cleaned.Dimensions:Height215,3 cmWidth82,5 cmThickness5,5 cmWeight35 kgDoor swing directionLeftHardware:HandelsYesHingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop867-wooden-door-with-stained-glass-h-215-3-cm-x-w-82-5-cm-left-59852?category=32,"['59852_56f74a8.png', '11037_05effde.png', '11038_05effde.png', '11039_05effde.png', '11040_05effde.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.9208512902259827, 'start': 41, 'end': 62, 'answer': ' panelsSolid woodGood'}","{'score': 0.17471234500408173, 'start': 237, 'end': 295, 'answer': ' cleaned.Dimensions:Height215,3 cmWidth82,5 cmThickness5,5'}","{'score': 0.04045019671320915, 'start': 295, 'end': 313, 'answer': ' cmWeight35 kgDoor'}",Architectural glass,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.04045019671320915,,,,0.0
656,999DOP859,"Door in wood painted cream on one side , x , cm - Right",20.0,kg,pc,"
Location of door:B1Attributes:Material:Note:One door panelWoodPainted cream on one sideVarnished on the otherToilet sign glue on one side.General conditionGood used conditions. Dusty, needs to be cleaned.Dimensions:Height202,5 cmWidth70,5 cmThickness5,5 cmWeight20 kgDoor swing directionRightHardware:HandlesYesHingesNoLockcaseYesKeyYes
",Doors,https://rotordc.com/shop/product/999dop859-door-in-wood-painted-cream-on-one-side-w-70-5-x-h-202-5-cm-right-59848?category=32,"['59848_5264ddc.png', '11028_88ed007.png', '11029_88ed007.png', '11030_88ed007.png', '11031_88ed007.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.8853906989097595, 'start': 53, 'end': 70, 'answer': ' panelWoodPainted'}","{'score': 0.18632598221302032, 'start': 196, 'end': 239, 'answer': ' cleaned.Dimensions:Height202,5 cmWidth70,5'}","{'score': 0.11071880161762238, 'start': 254, 'end': 272, 'answer': ' cmWeight20 kgDoor'}",Sitka spruce,Wood panelled door leaves,Pr_30_59_23_98,Furnishings,"Door, Windows, Gates",Furnishings,0.11071880161762238,,,,0.0
657,999DOP856,"Door in wood , x cm - Left",20.0,kg,pc,"
Location of door:B1Attributes:Material:Note:One door panelWoodVarnishedGeneral conditionGood used conditions. Small traces of paint.Dusty, needs to be cleaned.Dimensions:Height203 cmWidth80,5 cmThickness5,5 cmWeight20 kgDoor swing directionLeftHardware:HandlesYesHingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop856-door-in-wood-w-80-5-x-h-203-cm-left-59847?category=32,"['59847_4d47b8b.png', '11025_10bd6d2.png', '11026_10bd6d2.png', '11027_10bd6d2.png']",109.0,109.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.9322034120559692, 'start': 53, 'end': 79, 'answer': ' panelWoodVarnishedGeneral'}","{'score': 0.1648765355348587, 'start': 151, 'end': 207, 'answer': ' cleaned.Dimensions:Height203 cmWidth80,5 cmThickness5,5'}","{'score': 0.03397318348288536, 'start': 207, 'end': 225, 'answer': ' cmWeight20 kgDoor'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,0.03397318348288536,,,,59.0
658,999DOP868,Wooden door painted white on one side cm x cm - Left,22.0,kg,pc,"
Location of door:B3Attributes:Material:Note:WoodPainted white on one side, varnished on the other.General conditionScratches, small holes and chipped wood.Good used conditions. Dusty, needs to be cleaned.Dimensions:Height203 cmWidth79 cmThickness5,5 cmWeight22 kgDoor swing directionLeftHardware:HandlesYesHingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop868-wooden-door-painted-white-on-one-side-h-203-cm-x-w-79-cm-left-59846?category=32,"['59846_f167950.png', '11019_809590a.png', '11020_809590a.png', '11021_809590a.png', '11022_809590a.png', '11023_809590a.png', '11024_809590a.png']",89.0,89.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.9836040735244751, 'start': 12, 'end': 56, 'answer': ' door:B3Attributes:Material:Note:WoodPainted'}","{'score': 0.1636981964111328, 'start': 196, 'end': 235, 'answer': ' cleaned.Dimensions:Height203 cmWidth79'}","{'score': 0.0017995934467762709, 'start': 250, 'end': 268, 'answer': ' cmWeight22 kgDoor'}",Sitka spruce,Wood panelled door leaves,Pr_30_59_23_98,Furnishings,"Door, Windows, Gates",Glass blocks and panels,0.0017995934467762709,,,,
659,999DOP860,"Door in wood , x cm - Left",20.0,kg,pc,"
Location of door:B1Attributes:Material:Note:One door panelWoodVarnished General conditionGood used conditions. Dusty, needs to be cleaned.Dimensions:Height203 cmWidth70,5 cmThickness5,5 cmWeight20 kgDoor swing directionRightHardware:HandlesYesHingesNoLockcaseYesKeyNo
",Doors,https://rotordc.com/shop/product/999dop860-door-in-wood-w-70-5-x-h-203-cm-left-59844?category=32,"['59844_cb68a17.png', '11016_305c9f8.png', '11017_305c9f8.png', '11018_305c9f8.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.9332055449485779, 'start': 53, 'end': 72, 'answer': ' panelWoodVarnished'}","{'score': 0.20034724473953247, 'start': 130, 'end': 171, 'answer': ' cleaned.Dimensions:Height203 cmWidth70,5'}","{'score': 0.02736257016658783, 'start': 186, 'end': 204, 'answer': ' cmWeight20 kgDoor'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,0.02736257016658783,,,,0.0
660,999DOP861,"Door in wood painted white on one side , x cm - Right",20.0,kg,pc,"




Location of door:


B1


















Attributes:


Material:


Note:




One door panel


Wood


Painted white on one sideVarnished on the other















General condition













Good used conditions. Dusty, needs to be cleaned.







Dimensions:










Height


203 cm







Width


70,5 cm







Thickness


5,5 cm







Weight


20 kg







Door swing direction


Right


















Hardware:










Handles


Yes







Hinges


No







Lockcase


Yes







Key


Yes




",Doors,https://rotordc.com/shop/product/999dop861-door-in-wood-painted-white-on-one-side-w-70-5-x-h-203-cm-right-59843?category=32,"['59843_5b69986.png', '11006_45f5db3.png', '11007_45f5db3.png', '11008_45f5db3.png', '11009_45f5db3.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.8589156270027161, 'start': 98, 'end': 103, 'answer': '\nWood'}","{'score': 0.2543710172176361, 'start': 278, 'end': 317, 'answer': '\nHeight\n\n\n203 cm\n\n\n\n\n\n\n\nWidth\n\n\n70,5 cm'}","{'score': 0.0817812904715538, 'start': 359, 'end': 365, 'answer': '\n20 kg'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings,0.0817812904715538,,,,0.0
661,999DOP863,Door in wood x cm - Right,20.0,kg,pc,"




Location of door:


B1


















Attributes:


Material:


Note:




One door panel


Wood


















General condition













Paint traces, small holes and small scratches. Dusty, needs to be cleaned.







Dimensions:










Height


203 cm







Width


79 cm







Thickness


5,5 cm







Weight


20 kg







Door swing direction


Right


















Hardware:










Handles


Yes







Hinges


No







Lockcase


Yes







Key


No







",Doors,https://rotordc.com/shop/product/999dop863-door-in-wood-w-79-x-h-203-cm-right-59842?category=32,"['59842_a469e44.png', '11002_7aaa1fd.png', '11003_7aaa1fd.png', '11004_7aaa1fd.png', '11005_7aaa1fd.png']",99.0,99.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.9802874326705933, 'start': 98, 'end': 103, 'answer': '\nWood'}","{'score': 0.22131821513175964, 'start': 256, 'end': 272, 'answer': '\nHeight\n\n\n203 cm'}","{'score': 0.05685265362262726, 'start': 335, 'end': 341, 'answer': '\n20 kg'}",Wood,Wood panelled door leaves,Pr_30_59_23_98,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels,0.05685265362262726,,,,0.0
