,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
406,999LIG994,Wall or ceiling lights in Mazzega Murano glass pc .,3.0,kg,pc,"
A pair of ceiling or wall light in Mazzega Murano glass.Dimensions:Height : 13 cmLength : 18 cmWidth: 18 cmSocket : 2x E27Good used condition. There might be some scratches, chips or other imperfections. Sold as a pair.Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/999lig994-wall-or-ceiling-lights-in-mazzega-murano-glass-2-pc-59427?category=39,,199.0,199.0,,,,,,,,,2022-08-06,0.0,,2022-08-02,BE,rotordc,fr,1,4.0,"{'score': 0.5386545062065125, 'start': 35, 'end': 74, 'answer': ' Mazzega Murano glass.Dimensions:Height'}","{'score': 0.10105568915605545, 'start': 50, 'end': 102, 'answer': ' glass.Dimensions:Height : 13 cmLength : 18 cmWidth:'}","{'score': 0.07211616635322571, 'start': 204, 'end': 224, 'answer': ' Sold as a pair.Bulb'}",Wired glass,Ceiling light switches,Pr_65_72_97_16,Other,"Floors, Ceiling",Glass blocks and panels,0.07211616635322571,,,,4.0
422,195LIG005,Flexible Wall Light,0.34,kg,pc,"
Wall or ceiling light with flexible arm. The head of the lamp can be oriented in different directions. MAX: 12V/50W Socket: GU5,3 (suitable for halogene or LED bulbs).Transfo not includedDimensions: Cone length: 8 cmCone diameter: 6 cmTube length: 48,5 cmConditions : Good working condition. Some lamps have minor scratches. Needs to be cleaned.
",Lighting,https://rotordc.com/shop/product/195lig005-flexible-wall-light-59084?page=2&category=39,,19.0,19.0,,,,,,,,,,0.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 1.6078298358479515e-05, 'start': 27, 'end': 36, 'answer': ' flexible'}","{'score': 0.03208997845649719, 'start': 199, 'end': 221, 'answer': '\xa0Cone length: 8 cmCone'}","{'score': 0.06492297351360321, 'start': 108, 'end': 116, 'answer': ' 12V/50W'}",Non-reflective glass,Ceiling light switches,Pr_65_72_97_16,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards",0.06492297351360321,,,,
447,999LIG696,Wall or ceiling light ‘ Miranda ’,1.0,kg,pc,"
Wall or ceiling light ‘Miranda’.Dimensions :Height :  17 cmdiameter : 11 cm1x E142 fitting colors options :BlackWhiteWhile the glass is vintage, the fitting and electric system are entirely renewed.Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/999lig696-wall-or-ceiling-light-miranda-56084?page=3&category=39,,39.0,39.0,,,,,,,,,2022-08-06,0.0,,2022-08-02,BE,rotordc,fr,1,4.0,"{'score': 0.00015349430032074451, 'start': 106, 'end': 123, 'answer': ' :BlackWhiteWhile'}","{'score': 0.31783872842788696, 'start': 43, 'end': 78, 'answer': ' :Height : \xa017 cmdiameter : 11 cm1x'}","{'score': 0.8544310331344604, 'start': 73, 'end': 83, 'answer': ' cm1x E142'}",Sitka spruce,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.8544310331344604,,11.0,17.0,4.0
476,102LIG101,Ceiling or wall light 'Laura ',5.0,kg,pc,"
Socket: E14

Diameter: 15 cm H: 19 cm

While the glass is vintage, the fitting and electric system are entirely renewed. Bulb is not included in the price.

We advise this bulb with it.
",Lighting,https://rotordc.com/shop/product/102lig101-ceiling-or-wall-light-laura-52126?page=5&category=39,,44.0,44.0,,,,,,,,,,0.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.00015492593229282647, 'start': 49, 'end': 55, 'answer': ' glass'}","{'score': 0.4429608881473541, 'start': 23, 'end': 29, 'answer': ' 15 cm'}","{'score': 0.19333484768867493, 'start': 121, 'end': 142, 'answer': ' Bulb is not included'}",Sitka spruce,Ceiling light switches,Pr_65_72_97_16,Furnishings,"Floors, Ceiling","Lighting columns, brackets and bollards",0.19333484768867493,,,,
994,203LIG056,Wall/Ceiling light by Modular,0.5,kg,pc,"
Wall/Ceiling light by Modular in aluminium and frosted glass. Height 25 cm Length 13 cm Width 9 cm  Fitting GY 6,35 (halogen or LED)New, from overstock. Some scratches, due to storage. The fitting and electric systems are original.
",Lighting,https://rotordc.com/shop/product/203lig056-wall-ceiling-light-by-modular-59855?page=2&category=39,"['59855_3a8bf5b.png', '11055_8d061f3.png', '11056_8d061f3.png', '11057_8d061f3.png', '11058_8d061f3.png']",69.0,69.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.5098665952682495, 'start': 33, 'end': 62, 'answer': ' aluminium and frosted glass.'}","{'score': 0.17566896975040436, 'start': 62, 'end': 99, 'answer': '\xa0Height\xa025 cm\xa0Length\xa013 cm\xa0Width\xa09 cm'}","{'score': 0.00037575417081825435, 'start': 142, 'end': 153, 'answer': ' overstock.'}",Structural glass,Ceiling light switches,Pr_65_72_97_16,Other,"Floors, Ceiling",Glass blocks and panels,0.00037575417081825435,,,,
1004,202LIG001,Curved light diffuser for ceiling light from Ixelles City Hall,5.0,kg,pc,"
Curved light diffuser for ceiling light from Ixelles City Hall. Height14 cmLength128 cmWidth30 cm SocketNonePlease note we are only selling the diffusing structure. The fluorescent fittings and ballasts have been entirely removed - this leaves plenty of space for a new LED light source of your choice - to be installed by the customer. In good used condition. Very dusty needs to be cleaned. 
",Lighting,https://rotordc.com/shop/product/202lig001-curved-light-diffuser-for-ceiling-light-from-ixelles-city-hall-59775?page=2&category=39,"['59775_bdcde3c.png', '10699_2039673.png', '10700_2039673.png', '10701_2039673.png']",79.0,79.0,,,,,,,,,2022-10-28,0.0,,2022-10-28,BE,rotordc,fr,1,0.0,"{'score': 0.00020865722035523504, 'start': 366, 'end': 372, 'answer': ' dusty'}","{'score': 0.4155306816101074, 'start': 64, 'end': 98, 'answer': '\xa0Height14 cmLength128 cmWidth30 cm'}","{'score': 0.00042315953760407865, 'start': 64, 'end': 95, 'answer': '\xa0Height14 cmLength128 cmWidth30'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards",0.00042315953760407865,,,,0.0
1027,203LIG029,Exterior wall/ceiling light ca .,1.0,kg,pc,"
Caged wall/ceiling light in frosted glass and white lacquered steel.Height11 cmDepth18 cmWidth18 cm Socket1x E27Suitable for outdoor use (IP44). The fitting and electric system are original. As new. From overstock. Dusty, needs to be cleaned. Bulb is not included in the price.
",Lighting,https://rotordc.com/shop/product/203lig029-exterior-wall-ceiling-light-ca-1990-59730?page=3&category=39,"['59730_fe97add.png', '10604_8a245b1.png', '10605_8a245b1.png', '10606_8a245b1.png', '10607_8a245b1.png']",39.0,39.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.6508036851882935, 'start': 28, 'end': 77, 'answer': ' frosted glass and white lacquered steel.Height11'}","{'score': 0.31836965680122375, 'start': 62, 'end': 87, 'answer': ' steel.Height11 cmDepth18'}","{'score': 0.2400466948747635, 'start': 100, 'end': 121, 'answer': '\xa0Socket1x E27Suitable'}",Architectural glass,Ceiling light switches,Pr_65_72_97_16,"Wall, Barriers, Pannels","Floors, Ceiling",Walling units,0.2400466948747635,,,,59.0
1090,122LIG238E27,Ceiling light ‘ Leah ’,0.35,kg,pc,"
E27 or E14 socket available.Height: 48 cmCondition: factory new, assembled in our workshop. Metallic ceiling cap included (black or white).Bulbs not included.
",Lighting,https://rotordc.com/shop/product/ceiling-light-leah-56081?page=9&category=39,['56081_143c2df.png'],49.0,49.0,,,,,,,,,,0.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 4.1154503378493246e-06, 'start': 92, 'end': 101, 'answer': ' Metallic'}","{'score': 0.004732194822281599, 'start': 36, 'end': 52, 'answer': ' 48 cmCondition:'}","{'score': 1.7827904230216518e-05, 'start': 1, 'end': 11, 'answer': 'E27 or E14'}",Reflective glass,Ceiling light switches,Pr_65_72_97_16,Furnishings,"Floors, Ceiling","Lighting columns, brackets and bollards",1.7827904230216518e-05,,,,
1282,122LIG024,Wall or ceiling light 'Jacopo ',5.0,kg,pc,"
Wall light with opaline glass shade. Fitting and hanging system is new, while the glass is vintage.

Diameter: 30cm
Height: 22cm
Bulb not included.
Socket: E27 220-250V, max 25 watt LED
",Lighting,https://rotordc.com/shop/product/122lig024-wall-or-ceiling-light-jacopo-45794?page=2&category=39,"['45794_7cb8e71.png', '7072_37c91d3.png', '7073_37c91d3.png']",89.0,79.0,,,,,,,,,,10.0,,2022-12-26,BE,rotordc,fr,0,,"{'score': 0.055091820657253265, 'start': 16, 'end': 24, 'answer': ' opaline'}","{'score': 0.7055218815803528, 'start': 111, 'end': 116, 'answer': ' 30cm'}","{'score': 0.08561208099126816, 'start': 174, 'end': 182, 'answer': ' 25 watt'}",Coloured glass,Ceiling light switches,Pr_65_72_97_16,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards",0.08561208099126816,,,,
1770,206LIG684,Wall/Ceiling light ' '' by,3.6,kg,pc,"
For more than 75 years, BEGA has been developing and producing high-quality luminaires for almost all areas of interior and exterior architecture to become generic terms for countless luminaires in the entire industry. This wall/ceiling light '2674' by BEGA is suitable for indoor and outdoor use. Aluminium alloy, stainless steel, crystal glass with optical structure. 



Height


11,5 cm




Length


26 cm




Width


26 cm 




Socket


1 x E27




IP rating


IP65



 New. From overstock. Dusty, needs to be cleaned. Fittings and cable are original. May have small scratches and imperfections. Bulb is not included in the price.Instructions for use:  
",Lighting,https://rotordc.com/shop/product/206lig684-wall-ceiling-light-2674-by-bega-60543?page=3&category=39,"['60543_9fa11dd.png', '13743_d48b056.png', '13744_d48b056.png', '13745_d48b056.png', '13746_d48b056.png']",149.0,149.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.7172221541404724, 'start': 298, 'end': 315, 'answer': ' Aluminium alloy,'}","{'score': 0.24330540001392365, 'start': 374, 'end': 428, 'answer': '\nHeight\n\n\n11,5 cm\n\n\n\n\nLength\n\n\n26 cm\n\n\n\n\nWidth\n\n\n26 cm'}","{'score': 0.24283547699451447, 'start': 485, 'end': 496, 'answer': ' overstock.'}",Coloured glass,Ceiling light switches,Pr_65_72_97_16,"Wall, Barriers, Pannels","Floors, Ceiling","Lighting columns, brackets and bollards",0.24283547699451447,,,,
