,ID,Title,Weight,Weight_Units,Product_Units,Description,Category,URL,Imagefile,Initial_Price,Latest_Price,Initial_Stock,Stock_Now,Condition,Dates_Available,Material,Dimensions,Technical,Collection,Last_Up_On,Price_Change,Quantity_Change,Date,Country,Store,Language,Sold,Sold_After,material,dim,quantity_n,material_emb,Belgium_Raw,Belgium_Code,first_level,second_level,third_level,quantity_score,Length,Width,Height,SoldAfterDays
77,942FLO008,Batch of speckled dark grey porcelain stoneware tiles +/- sqm,178.0,kg,batch,"
Batch of speckled dark grey porcelain stoneware tiles from an overstock, sold in his original package.

Dimensions: 300 mm x 300 mm
Thickness: 6 mm

Quantity: +/- 10 sqm (= +/- 120 pc.)
(sold only per batch)
",Floors,https://rotordc.com/shop/product/942flo008-batch-of-speckled-dark-grey-porcelain-stoneware-tiles-10-sqm-34271?page=2&category=34,,79.0,79.0,,,,,,,,,2022-10-28,0.0,,2022-08-02,BE,rotordc,fr,1,87.0,"{'score': 0.11358701437711716, 'start': 9, 'end': 38, 'answer': ' speckled dark grey porcelain'}","{'score': 0.8473737239837646, 'start': 116, 'end': 132, 'answer': ' 300 mm x 300 mm'}","{'score': 0.24481424689292908, 'start': 159, 'end': 186, 'answer': ' +/- 10 sqm (= +/- 120 pc.)'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,Other,"Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.24481424689292908,,,,87.0
575,169SAN005,Batch of large porcelain tiles from laboratory worktops,150.0,kg,pc,"
The batch is composed of: 10 tiles : 37*60*3 cm Condition: Used condition. There is mortar on the sides of the tiles. Corners can be chipped. There can be scratches and imperfections. Enamel can be cracked or damaged. Dusty, needs to be cleaned. We recommend customers to come at our shop and check before buying. 
",Sanitary,https://rotordc.com/shop/product/169san005-batch-of-large-porcelain-tiles-from-laboratory-worktops-59288?category=45,,220.0,99.0,,10.0,,,,,,,,121.0,,2022-08-02,BE,rotordc,fr,0,,"{'score': 0.1392614245414734, 'start': 84, 'end': 91, 'answer': ' mortar'}","{'score': 0.8757040500640869, 'start': 37, 'end': 48, 'answer': ' 37*60*3 cm'}","{'score': 0.5978780388832092, 'start': 26, 'end': 35, 'answer': '\xa010 tiles'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.5978780388832092,3.0,60.0,37.0,
576,169SAN004,Batch of large porcelain tiles from laboratory worktops,210.0,kg,pc,"
The batch is composed of: 7 x end and middle tiles with elevated borders : 74*60*3 cm Condition: Used condition. There is mortar on the sides of the tiles. Corners can be chipped. There can be scratches and imperfections. Enamel can be cracked or damaged. One piece has a cutout on a corner. There are tap cutouts in 2 or three  tiles. We recommend customers to come at our shop and check before buying. 
",Sanitary,https://rotordc.com/shop/product/169san004-batch-of-large-porcelain-tiles-from-laboratory-worktops-59287?category=45,,154.0,154.0,,,,,,,,,2022-08-06,0.0,,2022-08-02,BE,rotordc,fr,1,4.0,"{'score': 0.005045343190431595, 'start': 222, 'end': 229, 'answer': ' Enamel'}","{'score': 0.5731996893882751, 'start': 75, 'end': 86, 'answer': ' 74*60*3 cm'}","{'score': 0.10429748147726059, 'start': 26, 'end': 51, 'answer': '\xa07 x end and middle tiles'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.10429748147726059,,,,4.0
577,169SAN003,Batch of large porcelain tiles from laboratory worktops,230.0,kg,pc,"
The batch is composed of: 4 x end tiles with 3 elevated borders (end tiles) : 60*60*3 cm5 x middle tiles with 2 elevated borders : 60*60*3 cmCondition: Used condition. There is mortar on the sides of the tiles. Corners can be chipped. There can be scratches and imperfections. Enamel can be cracked or damaged. We recommend customers to come at our shop and check before buying. 
",Sanitary,https://rotordc.com/shop/product/169san003-batch-of-large-porcelain-tiles-from-laboratory-worktops-59286?category=45,,198.0,198.0,,,,,,,,,2022-08-06,0.0,,2022-08-02,BE,rotordc,fr,1,4.0,"{'score': 0.07738474756479263, 'start': 277, 'end': 284, 'answer': ' Enamel'}","{'score': 0.17052298784255981, 'start': 78, 'end': 90, 'answer': ' 60*60*3 cm5'}","{'score': 0.10099676996469498, 'start': 26, 'end': 28, 'answer': '\xa04'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.10099676996469498,,,,4.0
1121,999LIG089b,Porcelain socket on porcelain base,0.2,kg,pc,"
This product is factory new.

It can be mounted directly on walls on decorative walls or ceilings (screws not included). However, this leaves little space for connection the cables properly.

For installation on walls in concrete or brick, we advice this alternative model on a metallic base. this gives more space for the connections.

Diameter : 10,5 cm
Total height: 9 cm

Socket: E27
Light bulb not included
",Lighting,https://rotordc.com/shop/product/porcelain-socket-e27-on-porcelain-base-52163?page=12&category=39,"['52163_4bb2ce7.png', '4621_ab47246.png', '4622_ab47246.png']",29.0,32.0,,,,,,,,,,3.0,,2022-10-28,BE,rotordc,fr,0,,"{'score': 0.03383414074778557, 'start': 221, 'end': 240, 'answer': ' concrete or brick,'}","{'score': 0.6467658877372742, 'start': 348, 'end': 356, 'answer': ' 10,5 cm'}","{'score': 2.6873094611801207e-05, 'start': 388, 'end': 412, 'answer': '\nLight bulb not included'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Wall, Barriers, Pannels",Other,"Floor plates, gratings and edgings",2.6873094611801207e-05,,,,
1174,169SAN009,Batch of large porcelain tiles from laboratory worktops,105.0,kg,pc,"
The batch is composed of: 2 tiles of 90*60*3 cm 1 tile of 74,5*60*3 cmCondition: Used condition. There is mortar on the sides of the tiles. Corners can be chipped. There can be scratches and imperfections. Enamel can be cracked or damaged. There is quite a big chip on one side of a tile. Dusty, needs to be cleaned. We recommend customers to come at our shop and check before buying. 
",Sanitary,https://rotordc.com/shop/product/169san009-batch-of-large-porcelain-tiles-from-laboratory-worktops-59292?category=45,"['59292_143c2df.png', '9188_42966ef.png', '9189_42966ef.png', '9190_42966ef.png', '9191_42966ef.png', '9192_42966ef.png']",88.0,88.0,,,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.03967772424221039, 'start': 106, 'end': 113, 'answer': ' mortar'}","{'score': 0.45647406578063965, 'start': 37, 'end': 48, 'answer': ' 90*60*3 cm'}","{'score': 0.3244624137878418, 'start': 26, 'end': 48, 'answer': '\xa02 tiles of 90*60*3 cm'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Roof, Slabs, Stairs","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.3244624137878418,,,,59.0
1180,999CLA007,Batch of marbled ceramic tiles by Marcke - Grey/Cream +/- m,84.0,kg,pc,"
Batch of marbled ceramic tiles - Grey/Cream (+/- 4m2 by Marcke). They were made in Belgium.1 x tile :Width10 cmLength10 cmThickness0,9 cmIn good used condition. There are some scratches and small imperfections with traces of mortal on the edges. Some corners are chipped. Dusty, needs to be cleaned. 
",Wall Cladding,https://rotordc.com/shop/product/999cla007-batch-of-marbled-ceramic-tiles-by-marcke-grey-cream-4m2-59866?category=49,"['59866_f5173be.png', '11110_7c4742e.png', '11111_7c4742e.png', '11112_7c4742e.png', '11113_7c4742e.png']",99.0,99.0,,1.0,,,,,,,2022-12-26,0.0,,2022-10-28,BE,rotordc,fr,1,59.0,"{'score': 0.5440359711647034, 'start': 9, 'end': 17, 'answer': ' marbled'}","{'score': 0.1126001849770546, 'start': 100, 'end': 135, 'answer': ' :Width10 cmLength10 cmThickness0,9'}","{'score': 0.6560099124908447, 'start': 83, 'end': 100, 'answer': ' Belgium.1 x tile'}",Marble,Porcelain tiles,Pr_35_93_96_63,Other,"Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.6560099124908447,3.0,3.0,9.0,59.0
1546,999FLO172,Hexagonal speckled stoneware tiles by Simons France - Sold per m,40.0,kg,m2,"
Hexagonal speckled stoneware tile by Simons (France). One square meter contains ± 107 tiles.Side length6 cmHeight10,5 cm Width12 cmThickness1,6 cm Never used. From an overstock. May have some imperfections due to storage and transport. A bit dusty, needs to be cleaned.Delivery/Pick-up packaging (pallets and pallet collars) is not included in the price.
",Floor,https://rotordc.com/shop/product/999flo172-hexagonal-speckled-stoneware-tiles-by-simons-france-sold-per-m2-60678?category=34,"['60678_6e9628b.png', '14294_d9e3589.png', '14295_5c61eac.png', '14296_5c61eac.png', '14297_db7e4b3.png']",79.0,79.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.5370833873748779, 'start': 19, 'end': 29, 'answer': ' stoneware'}","{'score': 0.021552959457039833, 'start': 86, 'end': 118, 'answer': ' tiles.Side length6\xa0cmHeight10,5'}","{'score': 0.27484607696533203, 'start': 82, 'end': 86, 'answer': ' 107'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,Other,"Blocks, Panels, Fences, Bricks",Glass blocks and panels,0.27484607696533203,,,,
1547,999CLA025,Batch of speckled stoneware grey/pink tiles by Simons ± m,800.0,kg,batch,"
Batch of speckled stoneware wall tiles by Simons (France). The batch includes ± 19 m2 of grey tiles and 17 m2 of pink tiles. Length10 cm Width10 cmThickness0,8 cm Dimensions may slightly vary (± 0,3 cm variations). Never used. From an overstock. May have some imperfections due to storage and transport. A bit dusty, needs to be cleaned.Delivery/Pick-up packaging (pallets and pallet collars) is not included in the price.
",Floor,https://rotordc.com/shop/product/999cla025-batch-of-speckled-stoneware-grey-pink-tiles-by-simons-36-m2-60677?category=34,"['60677_fbadfa6.png', '14286_7fad0cc.png', '14287_7fad0cc.png', '14288_7fad0cc.png', '14289_7fad0cc.png', '14290_7fad0cc.png', '14291_7fad0cc.png', '14292_7fad0cc.png', '14293_7fad0cc.png']",1999.0,1999.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.3770037591457367, 'start': 9, 'end': 28, 'answer': ' speckled stoneware'}","{'score': 0.045877598226070404, 'start': 125, 'end': 137, 'answer': '\xa0Length10 cm'}","{'score': 0.028220344334840775, 'start': 80, 'end': 125, 'answer': '\xa019 m2 of\xa0grey\xa0tiles and 17 m2 of pink tiles.'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.028220344334840775,,,,
1964,999CLA026,Batch of small speckled stoneware grey wall tiles by Simons ca . ± m,1600.0,kg,pc,"
Batch of speckled stoneware grey small wall tiles by Simons, France. The batch includes ± 13 m2 of grey tiles. Length5 cm Width5 cmThickness0,5 cm Never used. From an overstock. May have some imperfections due to storage and transport. A bit dusty, needs to be cleaned.Delivery/Pick-up packaging (pallets and pallet collars) is not included in the price.
",Wall Cladding,https://rotordc.com/shop/product/999cla026-batch-of-small-speckled-stoneware-grey-wall-tiles-by-simons-ca-1980-13m2-60684?category=49,"['60684_185987c.png', '14309_d7484fc.png', '14310_d7484fc.png', '14311_d7484fc.png']",649.0,649.0,,,,,,,,,,0.0,,2023-06-20,BE,rotordc,fr,0,,"{'score': 0.18414418399333954, 'start': 9, 'end': 28, 'answer': ' speckled stoneware'}","{'score': 0.24608482420444489, 'start': 111, 'end': 144, 'answer': '\xa0Length5 cm\xa0Width5 cmThickness0,5'}","{'score': 0.3423048257827759, 'start': 88, 'end': 96, 'answer': '\xa0±\xa013 m2'}",Porcelain,Porcelain tiles,Pr_35_93_96_63,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings",0.3423048257827759,,,,
