,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
400,Plafonnier avec hublot en verre,10.0,Patterned glass,Glass brise-soleil louvre blades,0.0,537.0,"['d85bba93-a583-414b-872a-f62a46ddd3b5.jpg', 'd08cf47b-ecc9-4c5f-b739-0fe1dab9b102.jpg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
695,Tableau blanc en verre,75.0,Figured glass,Glass brise-soleil louvre blades,1.0,75.0,"['96b1299a-bb39-4374-ab6e-2c4749e3c05f.jpeg', '82e7d075-18b3-4a92-9d01-49d440640a92.jpeg']","Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks",Glass blocks and panels,,,
4627,Hanging light 'Jelena ' in textured glass,44.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,,Other,Other,Glass blocks and panels,,,
4972,Wall light 'Very Well ' with transparent glass beads by Belux,119.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['59820_80369e0.png', '10904_d01c1ad.png', '10905_d01c1ad.png', '10906_d01c1ad.png', '10907_d01c1ad.png']",Other,Other,Glass blocks and panels,,,
4991,Hanging light ‘ Verner ’ in textured glass,59.0,Reflective glass,Glass brise-soleil louvre blades,0.0,,"['56090_143c2df.png', '5753_422d6ee.png', '5754_422d6ee.png', '5755_422d6ee.png']",Other,Other,Glass blocks and panels,,,
5102,Hanging light ‘ Verner ’ in textured glass,147.0,Reflective glass,Glass brise-soleil louvre blades,1.0,0.0,"['56090_143c2df.png', '5753_422d6ee.png', '5754_422d6ee.png', '5755_422d6ee.png']",Other,Other,Glass blocks and panels,,,
5397,Wall light in textured glass by Vogue Studio - Blanca,79.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60382_bb82d8e.png', '13089_942b83e.png', '13090_942b83e.png', '13091_942b83e.png', '13092_942b83e.png', '13093_942b83e.png']",Other,Other,Glass blocks and panels,,,
5398,Wall light in textured glass by Vogue Studio - Azzura,79.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60381_6cb4987.png', '13082_a4dcd72.png', '13083_a4dcd72.png', '13084_a4dcd72.png', '13085_a4dcd72.png', '13086_a4dcd72.png', '13087_a4dcd72.png', '13088_a4dcd72.png']",Other,Other,Glass blocks and panels,,,
5399,Wall light in textured glass by Vogue Studio - Rosa,79.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60380_8b59adc.png', '13094_c1a761f.png', '13095_c1a761f.png', '13096_c1a761f.png', '13097_c1a761f.png', '13098_c1a761f.png']",Other,Other,Glass blocks and panels,,,
5400,Wall light in textured glass by Vogue Studio - Ambra,79.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60379_b3f644e.png', '13099_adf01eb.png', '13100_adf01eb.png', '13101_adf01eb.png', '13102_adf01eb.png', '13103_ad61ae2.png']",Other,Other,Glass blocks and panels,,,
5401,Wall/Ceiling light in textured pearl glass by Leuchten ca .,59.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60303_bd1c8ff.png', '12850_f710904.png', '12851_f710904.png', '12852_f710904.png', '12853_f710904.png']",Other,Other,Glass blocks and panels,,,
5402,Ceiling light ' in frosted textured glass by Milan - White ⌀ cm,89.0,Patterned glass,Glass brise-soleil louvre blades,0.0,,"['60444_f986957.png', '13319_384349c.png', '13320_384349c.png', '13321_384349c.png', '13322_384349c.png']",Other,"Floors, Ceiling",Glass blocks and panels,,,
5403,Ceiling light ' in frosted textured glass by Milan - Brass ⌀ cm,89.0,Patterned glass,Glass brise-soleil louvre blades,0.0,,"['60443_f986957.png', '13314_9a0304f.png', '13315_9a0304f.png', '13316_9a0304f.png', '13317_9a0304f.png', '13318_9a0304f.png']",Other,"Floors, Ceiling",Glass blocks and panels,,,
5405,Wall light in frosted glass and polished brass by Holtkötter Leuchten - Silver,69.0,Coloured glass,Glass brise-soleil louvre blades,0.0,,"['60398_cd634f7.png', '13146_f9dde83.png', '13147_f9dde83.png']",Other,Other,Glass blocks and panels,,,
