,Title,Price,Material,Code,Sold,Days,Imagefile,first_level,second_level,third_level,Length,Width,Height
315,Pot de fleur,25.0,White poplar,Flower pouches,0.0,409.0,['fee2c6e7-1041-4eb6-823c-b8a793fe2940.jpg'],Other,Other,Other,,,
2017,Pot de fleur,80.0,White poplar,Flower pouches,1.0,45.0,"['75713f16-0efa-46cd-9129-aed1fed18630.jpeg', 'a03415a8-f6a4-42b8-832f-542bc66378a5.jpeg']",Other,Other,Other,,,
2315,Pot de fleur,157.0,White poplar,Flower pouches,1.0,118.0,['09c700b5-a5b6-4524-8c7d-79bc860b2374.jpeg'],Other,Other,Other,,,
2316,Pot de fleur,157.0,White poplar,Flower pouches,1.0,36.0,['0cf27075-ec18-48d1-8dda-2ad1cb6ced1d.jpeg'],Other,Other,Other,,,
2466,Pot de fleur,80.0,White poplar,Flower pouches,1.0,96.0,"['1a8b3ac0-ad01-4a8e-b6a3-32362d2ee780.jpeg', '2dce028d-2a9c-4e4f-a47f-7f92f7f0ef3a.jpeg', '7d64f0dd-c011-4cea-82ff-526929d6fba1.jpeg']",Other,Other,Other,,,
2788,Pot de fleur,50.0,White poplar,Flower pouches,0.0,199.0,"['ca6589f1-70f9-45a6-87c7-1de8ede41744.jpeg', '6566f4ec-04d1-4495-ab4f-e18dc1733708.jpeg', 'fe245b22-2684-45ae-91eb-414d3b662bbd.jpeg']",Other,Other,Other,,,
3002,Pot de fleur,32.0,White poplar,Flower pouches,1.0,56.0,['4892b8dc-a461-4510-857e-0d263ce8b946.jpeg'],Other,Other,Other,,,
3045,Pot de fleur,32.0,White poplar,Flower pouches,1.0,56.0,['35ad286b-a94a-4ec2-8a48-677b285f5b11.jpeg'],Other,Other,Other,,,
3239,Pot de fleur,50.0,White poplar,Flower pouches,1.0,56.0,['0325c776-3137-4600-a15a-699f1c3b4988.jpeg'],Other,Other,Other,,,
3289,Pot de fleur,20.0,White poplar,Flower pouches,1.0,56.0,['e09abf26-c9fa-49be-aaec-6fdb8a07b6ab.jpeg'],Other,Other,Other,,,
