,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
918,1751,1751,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Serie | 2 ActiveWater XXL 
60cm
Vollintegrierbar 
Baujahr 2016
Gebrauchsanleitung in PDF-Format.",Mixed,60.0,55.0,"87,5",,,,,2022-06-15,350.0,,,1970-01-01,350.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,"Zug, 6300",,useagain,81759,CH,de,,https://www.useagain.ch/de/geschirrspueler-bosch-81759,H03.05,dishwasher,,,,"{'score': 0.01712305098772049, 'start': 9, 'end': 62, 'answer': ' ActiveWater XXL \n60cm\nVollintegrierbar \nBaujahr 2016'}","{'score': 0.13471929728984833, 'start': 26, 'end': 31, 'answer': '\n60cm'}","{'score': 0.10018424689769745, 'start': 7, 'end': 31, 'answer': ' 2 ActiveWater XXL \n60cm'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
956,1790,1790,Geschirrspülmaschine,used & cleaned,['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,AEG,Metal,60.0,60.0,90,,,,,,150.0,,,1970-01-01,150.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Basel, 4054",,useagain,80736,CH,de,7e8d6b36-901b-4cd6-83f4-c332fe59fadd_570x570.jpeg,https://www.useagain.ch/de/geschirrspuelmaschine-80736,H03.05,dishwasher,,,,"{'score': 0.025511957705020905, 'start': 0, 'end': 3, 'answer': 'AEG'}","{'score': 0.016462061554193497, 'start': 0, 'end': 3, 'answer': 'AEG'}","{'score': 0.049724459648132324, 'start': 0, 'end': 3, 'answer': 'AEG'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
1098,1947,1947,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: V-ZUG
Modell: Adora S 229
Alter: 2014
Farbe: Weiss
Bauform: Einbau, Euronorm
mit Display Anzeige
Anschluss: 230V, muss vom Fachmann installiert werden
Bedienungsanleitung nur als pdf.",,,,,,,,,2022-09-01,240.0,,,1970-01-01,240.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Brügg, 2555",,useagain,90441,CH,de,,https://www.useagain.ch/de/geschirrspueler-v-zug-90441,H03.05,dishwasher,,,,"{'score': 0.03431939333677292, 'start': 56, 'end': 62, 'answer': ' Weiss'}","{'score': 1.0023195500252768e-05, 'start': 25, 'end': 37, 'answer': ' Adora S 229'}","{'score': 0.0005112313665449619, 'start': 33, 'end': 37, 'answer': ' 229'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
1586,2437,2437,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Miele
Modell: G2222-60i 
Produktionsjahr: 2008
Bauform: EU-Norm
Farbe: Weiss
Front: wechselbar
Anschluss: 230V
Bedienungsanleitung nur als pdf",,,,,,,,,2022-11-17,180.0,,,1970-01-01,180.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Brügg, 2555",,useagain,91332,CH,de,_dsc9482_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91332,H03.05,dishwasher,,,,"{'score': 0.00010338077117921785, 'start': 103, 'end': 109, 'answer': ' Weiss'}","{'score': 1.8704786270973273e-06, 'start': 32, 'end': 56, 'answer': ' Miele\nModell: G2222-60i'}","{'score': 3.5960877085017273e-06, 'start': 32, 'end': 56, 'answer': ' Miele\nModell: G2222-60i'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
1983,2834,2834,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Miele
Modell: G 16700-60 SCi
Jahrgang: 2014
Bauform: Einbau / EU-Norm 
Türfront: wechselbar
Anschluss: 230V
Bedienungsanleitung nur als pdf",,,,,,,,,2022-11-21,380.0,,,1970-01-01,380.0,1970-01-01 00:00:00.000,0.0,1.0,4.0,"Brügg, 2555",,useagain,91358,CH,de,_dsc9491_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91358,H03.05,dishwasher,,,,"{'score': 1.0846915756701492e-06, 'start': 94, 'end': 102, 'answer': ' EU-Norm'}","{'score': 0.000142789474921301, 'start': 46, 'end': 61, 'answer': ' G 16700-60 SCi'}","{'score': 0.007000107318162918, 'start': 46, 'end': 57, 'answer': ' G 16700-60'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
2044,2898,2898,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Electrolux
Modell: GA 55 SLI 302
Produktionsjahr: 2012
Farbe: Schwarz mit Spiegelglas
Bauform: Einbau / CH-Norm 
Anschluss: 230V
Verfärbung an der Blende
Bedienungsanleitung nur als pdf vorhanden",,,,,,,,,2022-11-30,250.0,,,1970-01-01,200.0,1970-01-01 00:00:00.000,-50.0,1.0,16.0,"Brügg, 2555",,useagain,91409,CH,de,_dsc9572_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91409,H03.05,dishwasher,,,,"{'score': 0.023117661476135254, 'start': 94, 'end': 102, 'answer': ' Schwarz'}","{'score': 8.885490387910977e-06, 'start': 0, 'end': 20, 'answer': 'Einbaugeschirrspüler'}","{'score': 0.00015292465104721487, 'start': 51, 'end': 65, 'answer': ' GA 55 SLI 302'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
2084,2940,2940,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Miele
Modell: G 1734-60 SCi
Jahrgang: 2009
Farbe: Chrom
Bauform: Einbau / EU-Norm
Front: braune Möbeltüre, wechselbar
Anschluss: 230V
Bedienungsanleitung nur als pdf",,,,,,,,,2022-12-05,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,10.0,"Brügg, 2555",,useagain,91443,CH,de,_dsc9599_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91443,H03.05,dishwasher,,,,"{'score': 0.25875934958457947, 'start': 82, 'end': 88, 'answer': ' Chrom'}","{'score': 3.5424018278717995e-05, 'start': 46, 'end': 60, 'answer': ' G 1734-60 SCi'}","{'score': 4.739815994980745e-05, 'start': 46, 'end': 60, 'answer': ' G 1734-60 SCi'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
2085,2941,2941,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Miele
Modell: G 26005-60 i
Jahrgang: 2018
Energieklasse: A+++
Farbe: weiss
Bauform: Einbau / EU-Norm
Front: defekte Möbelfront, sollte gewechselt werden
Anschluss: 230V
Bedienungsanleitung nur als pdf",,,,,,,,,2022-12-05,410.0,,,1970-01-01,410.0,1970-01-01 00:00:00.000,0.0,1.0,10.0,"Brügg, 2555",,useagain,91445,CH,de,_dsc9610_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91445,H03.05,dishwasher,,,,"{'score': 0.000694739690516144, 'start': 101, 'end': 107, 'answer': ' weiss'}","{'score': 0.00014753891446162015, 'start': 46, 'end': 57, 'answer': ' G 26005-60'}","{'score': 0.0007164946291595697, 'start': 46, 'end': 57, 'answer': ' G 26005-60'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
2140,2996,2996,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,Produkte-Nr. 2852,,,,,,,,,2022-12-14,330.0,,,1970-01-01,330.0,1970-01-01 00:00:00.000,0.0,1.0,2.0,"Zürich, 8050",,useagain,91521,CH,de,2852-2_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-sibir-91521,H03.05,dishwasher,,,,"{'score': 0.001521333702839911, 'start': 12, 'end': 17, 'answer': ' 2852'}","{'score': 0.00024615542497485876, 'start': 12, 'end': 17, 'answer': ' 2852'}","{'score': 0.6502775549888611, 'start': 12, 'end': 17, 'answer': ' 2852'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
2278,3136,3136,Geschirrspüler,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Einbaugeschirrspüler
Hersteller: Electrolux
Modell: GA55LI
Jahrgang: ungefähr 10 Jahre alt
Bauform: Einbau / CH-Norm
Farbe: Chrom / weiss
Front: wechselbar
Anschluss: 230V
Bedienungsanleitung als pdf",,,,,,,,,2023-01-05,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.000,0.0,1.0,4.0,"Brügg, 2555",,useagain,91581,CH,de,_dsc9812_570x570.jpg,https://www.useagain.ch/de/geschirrspueler-91581,H03.05,dishwasher,,,,"{'score': 0.025430582463741302, 'start': 123, 'end': 137, 'answer': ' Chrom / weiss'}","{'score': 2.740648778853938e-05, 'start': 68, 'end': 116, 'answer': ' ungefähr 10 Jahre alt\nBauform: Einbau / CH-Norm'}","{'score': 0.00010775972623378038, 'start': 68, 'end': 80, 'answer': ' ungefähr 10'}",Soap,Dishwashers,Pr_40_70_21,Other,Other,"Floor plates, gratings and edgings"
