,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
614,1433,1433,Doppelwaschtisch mit Unterbau,mixed,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Doppelwaschtisch  mit Unterbau, gereinigt,
Mit Koreanabdeckung, 2 x (Manhattan graue) keramische Einlegebecken, 2 ( ungeprüfte) Similor Einhandmischer,
Unterbau von Franke mit je 1 Tablar B: 122cm, H:  58cm T:  56cm,",,,,,,,,,,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.000,0.0,1.0,177.0,,,useagain,81539,CH,de,20210618_161607_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-mit-unterbau-81539,J01.02,sink,,,,"{'score': 3.8128266169223934e-05, 'start': 85, 'end': 96, 'answer': ' keramische'}","{'score': 0.19088321924209595, 'start': 187, 'end': 216, 'answer': ' B: 122cm, H:  58cm T:  56cm,'}","{'score': 0.0002495301596354693, 'start': 63, 'end': 111, 'answer': ' 2 x (Manhattan graue) keramische Einlegebecken,'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories
789,1620,1620,Doppelwaschtisch mit Unterbau cm,used & cleaned,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"defekter Doppelwaschtisch (Keramik hat 1 Kreuzriss u div Abplatzungen) mit gut erhaltnem Unterbau, inkl. 2 Einhandmischer;",Mixed,,120.0,,,,,,,375.0,,,1970-01-01,375.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,79594,CH,de,20200304_084213_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-mit-unterbau-120cm-79594,J01.02,sink,,,,"{'score': 0.11922308802604675, 'start': 25, 'end': 34, 'answer': ' (Keramik'}","{'score': 6.07098868954381e-08, 'start': 0, 'end': 25, 'answer': 'defekter Doppelwaschtisch'}","{'score': 0.0007832889095880091, 'start': 104, 'end': 122, 'answer': ' 2 Einhandmischer;'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,Furnishings,"Floors, Ceiling",Sanitary fittings and accessories
854,1686,1686,Doppelwaschtisch mit Unterbau,used & cleaned,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"gut ehaltener Doppelwaschtisch mit Unterbau, inkl. 2 x 2-Knopfarmaturen, Becken Keramisch von ""Dolomite"" (ohne Abplatzungen), T: 39 (nur Möbel) 48cm (nur Lavabo alleine), B: 64cm (nur 1 Becken aussen / 57cm Becken innen), Steht auf dem Boden, muss also nicht an Wand geschraubt werden
Bitte beachten Sie, dass dieser Artikel nicht im Laden sondern im unbedienten lager ist. daher unbedingt mind 1 Tag vorher tel. geben, damit wir ihn hierher holen können - danke",Mixed,57.0,195.0,"82,5",,,,,,195.0,,,1970-01-01,195.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,76893,CH,de,03.05.10-018_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-mit-unterbau-76893,J01.02,sink,,,,"{'score': 0.027673613280057907, 'start': 93, 'end': 104, 'answer': ' ""Dolomite""'}","{'score': 0.1547328233718872, 'start': 125, 'end': 148, 'answer': ' T: 39 (nur Möbel) 48cm'}","{'score': 2.1839676264789887e-05, 'start': 183, 'end': 185, 'answer': ' 1'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories
1022,1866,1866,Doppelwaschtisch mit Unterbau,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Waschtisch:

Hersteller: Laufen
Material: Keramik
Farbe: weiss
Ablauf mit Stöpsel
Hahnlochbohrungen ² 3.5cm
Zustand: kleines Näggi

Unterbau:

Material: Holzart
Farbe: schwarz
Montageart: bodenstehend
Anordnung: 2-türig, 3 Schubladen
Zustand: mehrere Lackschäden

Masse gesamt:
B 130cm x H 84.5cm x T 50cm",Ceramic,50.0,130.0,"84,5",,,,,2023-02-02,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,82803,CH,de,img_6654_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-mit-unterbau-82803,J01.02,sink,,,,"{'score': 0.22958418726921082, 'start': 41, 'end': 49, 'answer': ' Keramik'}","{'score': 0.5683613419532776, 'start': 277, 'end': 305, 'answer': '\nB 130cm x H 84.5cm x T 50cm'}","{'score': 0.000530086865182966, 'start': 263, 'end': 277, 'answer': '\nMasse gesamt:'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories
1186,2035,2035,Waschküchentrog,used & cleaned,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschküche & Trockner,"mässig gut erhaltner Waschküchentrog von ROMAY (Typ Classic)NP ca 300.--, mit Standrohr ( ist oben hinten an wand defekt)",Plastic,52.0,74.0,,,,,,2022-09-30,75.0,,,1970-01-01,75.0,1970-01-01 00:00:00.000,0.0,1.0,173.0,,,useagain,82706,CH,de,20211117_142839_570x570.jpg,https://www.useagain.ch/de/romay-waschkuechentrog-82706,J01.02,kitchen,,,,"{'score': 3.74488445231691e-06, 'start': 77, 'end': 87, 'answer': ' Standrohr'}","{'score': 0.00010731680958997458, 'start': 51, 'end': 73, 'answer': ' Classic)NP ca 300.--,'}","{'score': 0.29729825258255005, 'start': 62, 'end': 73, 'answer': ' ca 300.--,'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Roof, Slabs, Stairs","Floors, Ceiling",Sanitary fittings and accessories
1440,2291,2291,Einbauwaschtisch cm,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 19 cm B: 40/40 cm T: 37 cm
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 45381",,,,,,,,,2022-10-24,20.0,,,1970-01-01,20.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91126,CH,de,45381_1_570x570.jpg,https://www.useagain.ch/de/einbauwaschtisch-40-cm-91126,J01.02,sink,,,,"{'score': 0.9858744144439697, 'start': 120, 'end': 128, 'answer': ' Keramik'}","{'score': 0.7335611581802368, 'start': 56, 'end': 86, 'answer': ' H: 19 cm B: 40/40 cm T: 37 cm'}","{'score': 0.07001791894435883, 'start': 56, 'end': 86, 'answer': ' H: 19 cm B: 40/40 cm T: 37 cm'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories
1492,2343,2343,Auflegewaschtisch,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 18.5 cm B: 49.5 cm
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 91707",,,,,,,,,2022-10-24,39.0,,,1970-01-01,39.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91110,CH,de,91707_1_570x570.jpg,https://www.useagain.ch/de/auflegewaschtisch-91110,J01.02,sink,,,,"{'score': 0.9848100543022156, 'start': 112, 'end': 120, 'answer': ' Keramik'}","{'score': 0.7512463927268982, 'start': 56, 'end': 78, 'answer': ' H: 18.5 cm B: 49.5 cm'}","{'score': 0.09488207846879959, 'start': 56, 'end': 78, 'answer': ' H: 18.5 cm B: 49.5 cm'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,Furnishings,Furnishings,Sanitary fittings and accessories
1517,2368,2368,Einbauwaschtisch cm,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 3,5 cm B: 52.5/53 cm T: 40 cm
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 109264",,,,,,,,,2022-10-20,99.0,,,1970-01-01,99.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91074,CH,de,109264_1_570x570.jpg,https://www.useagain.ch/de/einbauwaschtisch-53-cm-91074,J01.02,sink,,,,"{'score': 0.9859106540679932, 'start': 123, 'end': 131, 'answer': ' Keramik'}","{'score': 0.6137765049934387, 'start': 56, 'end': 89, 'answer': ' H: 3,5 cm B: 52.5/53 cm T: 40 cm'}","{'score': 0.04509025067090988, 'start': 56, 'end': 89, 'answer': ' H: 3,5 cm B: 52.5/53 cm T: 40 cm'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories
1518,2369,2369,Doppelwaschtisch,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: keine Angaben
Garantie: ohne Garantie
Lochabstand: 28 cm 
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 109562",,,,,,,,,2022-10-20,130.0,,,1970-01-01,130.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91080,CH,de,109562_1_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-91080,J01.02,sink,,,,"{'score': 0.9878253936767578, 'start': 103, 'end': 111, 'answer': ' Keramik'}","{'score': 0.39940279722213745, 'start': 62, 'end': 68, 'answer': ' 28 cm'}","{'score': 6.329699681373313e-05, 'start': 62, 'end': 68, 'answer': ' 28 cm'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,Furnishings,"Covering, Finish",Sanitary fittings and accessories
1521,2372,2372,Doppelwaschtisch,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: Keramag
Garantie: ohne Garantie
Lochabstand: 72 cm 
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 110417",,,,,,,,,2022-10-21,149.0,,,1970-01-01,149.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91086,CH,de,110417_1_570x570.jpg,https://www.useagain.ch/de/doppelwaschtisch-91086,J01.02,sink,,,,"{'score': 0.9658387303352356, 'start': 97, 'end': 105, 'answer': ' Keramik'}","{'score': 0.23398780822753906, 'start': 56, 'end': 62, 'answer': ' 72 cm'}","{'score': 8.65619076648727e-05, 'start': 56, 'end': 62, 'answer': ' 72 cm'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,Furnishings,"Covering, Finish",Sanitary fittings and accessories
3910,5314,5315,Waschtischkombination mit Spiegelschrank,used,['J01.02'],Use-specific furniture,Sanitaires,Gebäudetechnik & Sanitär,Sanitär,Badezimmermöbel,Material: Alu,,,,,,,,,,,,,,200.0,2023-09-25 00:00:00.000,,0.0,,"Fällanden, 8117",,useagain,92902,CH,de,img_2316_%282%29_570x570.jpg,https://www.useagain.ch/de/waschtischkombination-mit-spiegelschrank-92902,J01.02,cabinet,200.0,,,"{'score': 0.9973406195640564, 'start': 9, 'end': 13, 'answer': ' Alu'}","{'score': 0.20515555143356323, 'start': 9, 'end': 13, 'answer': ' Alu'}","{'score': 0.007789306808263063, 'start': 9, 'end': 13, 'answer': ' Alu'}",Sitka spruce,Countertop washbasins,Pr_40_20_96_18,Furnishings,Furnishings,Sanitary fittings and accessories
