,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
0,758,758,Fenster -fache Festverglasung,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Holz-Doppelfenster / 3-fache Festverglasung / braun

Rahmenmitte aufgrund Montage  hinter Altholzpfosten aussen angebohrt.",Glass,,,,,,,,,100.0,,,1970-01-01,100.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,,,useagain,77838,CH,de,,https://www.useagain.ch/de/fenster-3-fache-festverglasung-77838,,window,,,,"{'score': 0.8726319074630737, 'start': 0, 'end': 18, 'answer': 'Holz-Doppelfenster'}","{'score': 0.0001372178376186639, 'start': 0, 'end': 18, 'answer': 'Holz-Doppelfenster'}","{'score': 7.992181781446561e-05, 'start': 0, 'end': 28, 'answer': 'Holz-Doppelfenster / 3-fache'}",Insulating glass,Window walls,Pr_30_59_99,"Wall, Barriers, Pannels","Door, Windows, Gates",Glass blocks and panels
6,764,764,-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Funktion: 1-Seite Kippfenster 
Art: Doppelverglasung
Fenster mit Rahmen
inkl. Fenstergriff",Glass,,,,,,,,2022-06-03,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,78113,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-78113,,double leaf window,,,,"{'score': 0.9961680173873901, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.00023672808310948312, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.00039096391992643476, 'start': 45, 'end': 53, 'answer': ' 1-Seite'}",Silt,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
33,792,792,Fenster -flügelig,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Einflügeliges Fenster
Rahmen: Holz
Farbe: innen weiss, aussen graus
Doppelverglast
Linksbandig
Dreh- und Kippbar

Rahmenmass: B 114 cm / H 141,6 cm

Lichtmass: B 99 cm / H 124,5 cm",Glass,,,,,,,,,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,79671,CH,de,,https://www.useagain.ch/de/fenster-1-fluegelig-79671,,single leaf window,,,,"{'score': 0.6984959244728088, 'start': 30, 'end': 35, 'answer': ' Holz'}","{'score': 0.46809688210487366, 'start': 132, 'end': 154, 'answer': ' B 114 cm / H 141,6 cm'}","{'score': 0.0013624868588522077, 'start': 119, 'end': 132, 'answer': '\r\nRahmenmass:'}",Sitka spruce,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
56,815,815,-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Art: Doppelverglasung
Fenster mit Rahmen
Tiefe: 8.5 cm",Glass,,,,,,,,2022-06-13,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,79568,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-79568,,double leaf window,,,,"{'score': 0.995292603969574, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.31878530979156494, 'start': 77, 'end': 92, 'answer': '\r\nTiefe: 8.5 cm'}","{'score': 6.523957563331351e-05, 'start': 77, 'end': 92, 'answer': '\r\nTiefe: 8.5 cm'}",Silt,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
103,866,866,Glasfenster aus Innentür,,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"2 Glasfenster ausgebaut aus Salon-Innentüren. Beige-braun gefärbte Glaselemente, verbunden.",Glass,,,,,,,,2022-08-15,25.0,,,1970-01-01,25.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Olten, 4600",,useagain,90334,CH,de,img_3943_570x570.jpg,https://www.useagain.ch/de/glasfenster-aus-innentuer-90334,G01.05,interior doors,,,,"{'score': 0.02939167618751526, 'start': 45, 'end': 57, 'answer': ' Beige-braun'}","{'score': 0.0006724207196384668, 'start': 0, 'end': 13, 'answer': '2 Glasfenster'}","{'score': 0.024327732622623444, 'start': 0, 'end': 13, 'answer': '2 Glasfenster'}",Architectural glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
393,1202,1202,Balkontüre -Flügelig,used & cleaned,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Artikelnr: 90017

Hersteller: EgoKiefer
Rahmenprofil: Kunststoff
Farbe: weiss
Verglasung: 2-fach
Anschlag: Drehbar
Montagelöcher und Wetterschenkel vorhanden

Rahmenmass: B 102.2cm x H 215.5cm x T/D 7.5cm
Lichtmass: B 87cm x H 198cm",,,,,,,,,2022-05-30,299.0,,,1970-01-01,299.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,90017,CH,de,,https://www.useagain.ch/de/balkontuere-1-fluegelig-90017,,single leaf glass door,,,,"{'score': 0.9550107717514038, 'start': 56, 'end': 67, 'answer': ' Kunststoff'}","{'score': 0.04025094583630562, 'start': 179, 'end': 201, 'answer': ' B 102.2cm x H 215.5cm'}","{'score': 0.00022736044775228947, 'start': 166, 'end': 179, 'answer': '\r\nRahmenmass:'}",Architectural glass,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Structural roofing units
398,1207,1207,-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Art: Doppelverglasung
Fenster mit Rahmen
Ohne Fenstergriff
Tiefe: 5.5 cm",Glass,,,,,,,,2022-06-21,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82773,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-82773,,double leaf window,,,,"{'score': 0.9952530860900879, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.19624760746955872, 'start': 96, 'end': 111, 'answer': '\r\nTiefe: 5.5 cm'}","{'score': 0.00012047449126839638, 'start': 104, 'end': 111, 'answer': ' 5.5 cm'}",Silt,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
399,1208,1208,-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Holz
Farbe: Weiss
Art: Doppelverglasung
Fenster mit Rahmen
inkl. Fenstergriff
Tiefe: 8 cm",Glass,,,,,,,,2022-06-21,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82743,CH,de,,https://www.useagain.ch/de/1-fluegel-fenster-82743,,single leaf window,,,,"{'score': 0.9948114156723022, 'start': 9, 'end': 14, 'answer': ' Holz'}","{'score': 0.4094543755054474, 'start': 91, 'end': 104, 'answer': '\r\nTiefe: 8 cm'}","{'score': 1.884618541225791e-05, 'start': 91, 'end': 104, 'answer': '\r\nTiefe: 8 cm'}",Silt,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
400,1209,1209,-Flügel Fenster,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Kunststoff
Farbe: Weiss
Funktion: 1-Seite Kippfenster 
Art: Doppelverglasung
Fenster mit Rahmen
Ohne Fenstergriff
Tiefe: 5.5 cm

Alle angegebenen Masse sind ca. Masse. Gerne können Sie die Artikel persönlich vor Ort in unserem Laden besichtigen.",Glass,,,,,,,,2022-06-21,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,82733,CH,de,,https://www.useagain.ch/de/2-fluegel-fenster-82733,,double leaf window,,,,"{'score': 0.9949512481689453, 'start': 9, 'end': 20, 'answer': ' Kunststoff'}","{'score': 0.12511152029037476, 'start': 174, 'end': 185, 'answer': ' ca. Masse.'}","{'score': 0.20247334241867065, 'start': 174, 'end': 185, 'answer': ' ca. Masse.'}",Silt,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
401,1210,1210,Fenster -Flügelig ohne Stulp,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Hersteller: EgoKiefer
Rahmenprofil: Kunststoff
Verglasung: 3-fach
Anschlag: Dreh-kipp-rechts
Rahmenverbreiterung: oben
Linkeseite: Montageloch für Kurbelstange
Wetterschenkel vorhanden
Fenster wurde mit Rahmenverbreiterung gemessen!

Detailmasse:

Rahmenmass: B 164.5cm x H 130.5cm x T/D 7cm
Lichtmass: B 146cm x H 112.5cm
Rahmenverbreiterung: B 164.5cm x H 15cm x T/D 7cm",Glass,,,,,,,,,300.0,,,1970-01-01,300.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,82682,CH,de,,https://www.useagain.ch/de/fenster-2-fluegelig-ohne-stulp-82682,,double leaf window,,,,"{'score': 0.8679637312889099, 'start': 36, 'end': 47, 'answer': ' Kunststoff'}","{'score': 0.020338911563158035, 'start': 257, 'end': 292, 'answer': '\r\nRahmenmass: B 164.5cm x H 130.5cm'}","{'score': 0.0001109246295527555, 'start': 257, 'end': 270, 'answer': '\r\nRahmenmass:'}",Sitka spruce,Window walls,Pr_30_59_99,"Roof, Slabs, Stairs","Door, Windows, Gates",Glass blocks and panels
