,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
18,776,776,Holzfenster -Flügelig,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Material: Holz/Glas
Farbe innen/aussen: weiss/ grau
Verglasung: 2-fach verglast 
Anschlag: dreh-kipp-rechts, links drehbar
Montagelöcher vorhanden
ohne Wetterschenkel, jedoch einige an Lager zum zuschneiden
Masse: B 114cm x H 169cm x T/D 6.5cm
Lichtmass: B 98cm x H 155.6cm",Glass,,,,,,,,,220.0,,,1970-01-01,220.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,79673,CH,de,,https://www.useagain.ch/de/holzfenster-2-fluegelig-79673,,double leaf window,,,,"{'score': 0.976568877696991, 'start': 9, 'end': 19, 'answer': ' Holz/Glas'}","{'score': 0.7136998772621155, 'start': 219, 'end': 249, 'answer': ' B 114cm x H 169cm x T/D 6.5cm'}","{'score': 1.623376738280058e-05, 'start': 179, 'end': 211, 'answer': ' einige an Lager zum zuschneiden'}",Lignite,Sprinklers,Pr_70_55_98_84,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
77,837,837,Bodenfliesen Dunkelbraun,like new,"['G02.02', 'G03.02']",Building fit-out,,Ausbau,Boden - & Wandbeläge,Keramikbeläge,"Produkte-Nr. 1801

mit rutschfester Oberfläche
1 Schachtel mit 40 Fliesen = 0.8m2
Verkauf pro Schachtel/Posten",Ceramic,10.0,20.0,1,,,,,2022-12-23,10.0,,,1970-01-01,10.0,1970-01-01 00:00:00.002,0.0,1.0,265.0,"Zürich, 8050",,useagain,80340,CH,de,1801_570x570.jpg,https://www.useagain.ch/de/bodenfliesen-dunkelbraun-80340,G,floor tiles,,,,"{'score': 0.5094336271286011, 'start': 22, 'end': 46, 'answer': ' rutschfester Oberfläche'}","{'score': 0.013780396431684494, 'start': 75, 'end': 81, 'answer': ' 0.8m2'}","{'score': 0.32437339425086975, 'start': 46, 'end': 81, 'answer': '\n1 Schachtel mit 40 Fliesen = 0.8m2'}",Daub,Sprinklers,Pr_70_55_98_84,"Wall, Barriers, Pannels",Other,Treads and landing units
95,857,857,Spiegelschrank,,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Badezimmermöbel,"Farbe: Weiss
2-Türig
Spiegel beidseitig
Steckdose: 2 Stk. Innenseite oben links
Holztablare: 4 Stk.
Licht: 2 x 30W",Glass,,,,,,,,2022-06-14,100.0,,,1970-01-01,100.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,80879,CH,de,,https://www.useagain.ch/de/spiegelschrank-80879,J01.02,cabinet,,,,"{'score': 0.005637373309582472, 'start': 82, 'end': 96, 'answer': '\r\nHolztablare:'}","{'score': 0.046996910125017166, 'start': 12, 'end': 41, 'answer': '\r\n2-Türig\r\nSpiegel beidseitig'}","{'score': 0.021568628028035164, 'start': 12, 'end': 21, 'answer': '\r\n2-Türig'}",Pisé,Sprinklers,Pr_70_55_98_84,"Roof, Slabs, Stairs","Covering, Finish","Lighting columns, brackets and bollards"
158,927,927,Spiegelschrank,used & cleaned,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Badezimmermöbel,"Hersteller: Schneider
Modell: LOW 60/1/FL
Gehäuse: Aluminium
Spiegel beidseitig
Türbandung links, wechselbar
2 Glastablar
Doppelsteckdose innen, oben rechts
Licht 1x 24 W
230V",,,,,,,,,2022-06-08,222.0,,,1970-01-01,222.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,90042,CH,de,,https://www.useagain.ch/de/spiegelschrank-90042,J01.02,cabinet,,,,"{'score': 0.07813526690006256, 'start': 52, 'end': 62, 'answer': ' Aluminium'}","{'score': 0.0006661948282271624, 'start': 30, 'end': 42, 'answer': ' LOW 60/1/FL'}","{'score': 0.03662144020199776, 'start': 169, 'end': 183, 'answer': ' 1x 24 W\r\n230V'}",Pisé,Sprinklers,Pr_70_55_98_84,"Roof, Slabs, Stairs","Covering, Finish","Lighting columns, brackets and bollards"
290,1076,1076,Sprossenfenster -Flügelig,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Rahmenprofil: Holz
Farbe: weiss
Fensteranschlag: Dreh-kipp-rechts ohne Stulp
Verglasung: 2-fach
Fenstersprossen Anordnung: Horizontal
Fenstersprossen Innenliegend-/Aussenseite: Kunststoff/Holz
Montagelöcher und Wetterschenkel vorhanden
Zustand: Allgm.Lackschäden

Lichtmass: B 128cm x H 133cm",Glass,,,,,,,,,270.0,,,1970-01-01,270.0,1970-01-01 00:00:00.000,0.0,1.0,15.0,"Brügg, 2555",,useagain,83155,CH,de,,https://www.useagain.ch/de/sprossenfenster-2-fluegelig-83155,,double leaf window,,,,"{'score': 0.16209682822227478, 'start': 176, 'end': 192, 'answer': ' Kunststoff/Holz'}","{'score': 0.5015490651130676, 'start': 274, 'end': 292, 'answer': ' B 128cm x H 133cm'}","{'score': 3.816612945684028e-07, 'start': 276, 'end': 282, 'answer': ' 128cm'}",Lignite,Sprinklers,Pr_70_55_98_84,Other,Other,"Lighting columns, brackets and bollards"
309,1098,1098,Sprossenfenster -Flügelig,used & cleaned,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Sprossenfenster ohne Stulp

Rahmenprofil: Kunststoff
Anschlag: rechts
Farbe: weiss
Verglasung: 2-fach
Sprossen: Horizontal, innenliegend
Inkl. Montagelöcher 
Fenstergriff und Wetterschenkel nicht vorhanden!
Zustand: Allgm. Gebrauchsspuren, rechte Seite am Rahmen abgenutzt siehe Photo

Rahmenmass: B 99.8cm x H 159cm x T/D 6cm
Lichtmass: B 85.2cm x H 142.5cm",,,,,,,,,2022-06-07,150.0,,,1970-01-01,150.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Brügg, 2555",,useagain,90041,CH,de,,https://www.useagain.ch/de/sprossenfenster-2-fluegelig-90041,,double leaf window,,,,"{'score': 0.7286446690559387, 'start': 43, 'end': 54, 'answer': ' Kunststoff'}","{'score': 0.04170861467719078, 'start': 310, 'end': 337, 'answer': ' 99.8cm x H 159cm x T/D 6cm'}","{'score': 0.00020561623387038708, 'start': 99, 'end': 106, 'answer': ' 2-fach'}",Lignite,Sprinklers,Pr_70_55_98_84,Other,Other,"Lighting columns, brackets and bollards"
403,1212,1212,Sprossenfenster -Flügel,,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Profil: Holz
Farbe: braun lackiert
Fensterglas: 2 einzelne Glasscheiben, 2-fach Verglasung
Fensteranschlag: links
Sprossen: Horizontal an Rückseite aussenliegend
Mit und ohne Wetterschenkel
Montagelöcher vorhanden
Zustand: 1 Fenster mit Abnutzungen an Flügel siehe Photo
Allgm. Gebrauchsspuren

Lichtmass: B 78cm x H 94cm",Glass,,,,,,,,,180.0,,,1970-01-01,180.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,82488,CH,de,,https://www.useagain.ch/de/sprossenfenster-1-fluegel-82488,,single leaf window,,,,"{'score': 0.922276496887207, 'start': 7, 'end': 12, 'answer': ' Holz'}","{'score': 0.6633210182189941, 'start': 315, 'end': 331, 'answer': ' B 78cm x H 94cm'}","{'score': 0.0023334308061748743, 'start': 49, 'end': 74, 'answer': ' 2 einzelne Glasscheiben,'}",Lignite,Sprinklers,Pr_70_55_98_84,Other,Other,"Lighting columns, brackets and bollards"
424,1233,1233,Sprossenfenster -flügelig,used,['Sonstiges'],,,Gebäudehülle & Konstruktion,Fenster,Fenster,"Sprossenfenter ohne Stulp
Rahmenprofil: Kunststoff
Verglasung: 2-fach
2-flügelig
Beide Flügel nur drehbar
Sprossen: Horizontal, innenliegend
Inkl. Montagelöcher
Fenstergriff, Schlüssel nicht vorhanden!
Ohne Wetterschenkel

Lichtmass: B 84,9 cm / H 141,6 cm",,,,,,,,,2022-06-15,160.0,,,1970-01-01,160.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Brügg, 2555",,useagain,90061,CH,de,,https://www.useagain.ch/de/sprossenfenster-2-fluegelig-90061,,double leaf window,,,,"{'score': 0.37376081943511963, 'start': 40, 'end': 51, 'answer': ' Kunststoff'}","{'score': 0.34027978777885437, 'start': 243, 'end': 266, 'answer': ' B 84,9 cm / H 141,6 cm'}","{'score': 1.2173089999123476e-05, 'start': 231, 'end': 243, 'answer': '\r\nLichtmass:'}",Pisé,Sprinklers,Pr_70_55_98_84,"Roof, Slabs, Stairs","Floors, Ceiling","Lighting columns, brackets and bollards"
587,1404,1404,Sprossenfenster -Flügelig,used & cleaned,['E03.01'],Windows,,Gebäudehülle & Konstruktion,Fenster,Wandfenster,"Rahmenprofil: Holz
Farbe: weiss
Fensteranschlag: Dreh-kipp-rechts ohne Stulp
Verglasung: 2-fach
Fenstersprossen Anordnung: Horizontal
Fenstersprossen Innenliegend-/Aussenseite: Kunststoff/Holz
Montagelöcher und Wetterschenkel vorhanden
Zustand: Allgm.Lackschäden

Lichtmass: B 127cm x H 132.5cm",Glass,6.0,142.0,152,,,,,2023-02-02,270.0,,,1970-01-01,270.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,83160,CH,de,1_%28157%29_570x570.jpg,https://www.useagain.ch/de/sprossenfenster-2-fluegelig-83160,E03.01,double leaf window,,,,"{'score': 0.15061554312705994, 'start': 176, 'end': 192, 'answer': ' Kunststoff/Holz'}","{'score': 0.38909363746643066, 'start': 274, 'end': 294, 'answer': ' B 127cm x H 132.5cm'}","{'score': 1.4673562986899924e-07, 'start': 276, 'end': 294, 'answer': ' 127cm x H 132.5cm'}",Lignite,Sprinklers,Pr_70_55_98_84,Other,Other,"Lighting columns, brackets and bollards"
589,1406,1406,Sprossenfenster -Flügelig,used & cleaned,['E03.01'],Windows,,Gebäudehülle & Konstruktion,Fenster,Wandfenster,"Rahmenprofil: Holz
Farbe: weiss
Fensteranschlag: Dreh-kipp-rechts ohne Stulp
Verglasung: 2-fach
Fenstersprossen Anordnung: Horizontal
Fenstersprossen Innenliegend-/Aussenseite: Kunststoff/Holz
Montagelöcher und Wetterschenkel vorhanden
Zustand: Allgm.Lackschäden

Lichtmass: B 128cm x H 133cm",Glass,6.0,141.0,152,,,,,2023-02-02,270.0,,,1970-01-01,270.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,83158,CH,de,1_%28159%29_570x570.jpg,https://www.useagain.ch/de/sprossenfenster-2-fluegelig-83158,E03.01,double leaf window,,,,"{'score': 0.16209682822227478, 'start': 176, 'end': 192, 'answer': ' Kunststoff/Holz'}","{'score': 0.5015490651130676, 'start': 274, 'end': 292, 'answer': ' B 128cm x H 133cm'}","{'score': 3.816612945684028e-07, 'start': 276, 'end': 282, 'answer': ' 128cm'}",Lignite,Sprinklers,Pr_70_55_98_84,Other,Other,"Lighting columns, brackets and bollards"
