,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
239,1020,1020,Komplette Küche L-Form mit Geräten,used,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"alpnach KÜCHEN AG
Baujahr der Küche 2002
V-ZUG Glaskeramik Kochfeld GK 42 H1 (Baujahr 2001)
V-ZUG Backofen COMBAIR S (Baujahr 2001)
V-ZUG Geschirrspülmaschine Adora 55 S (Baujahr 2015)
V-ZUG Kühlschrank DE LUXE i (Baujahr 2010)
V-ZUG Dampfabzug DF5 (Baujahr 2001)

Alle angegebenen Masse sind ca. Masse. Gerne können Sie die Artikel persönlich vor Ort in unserem Laden besichtigen.",,,,,,,,,2022-07-18,3000.0,,,1970-01-01,3000.0,1970-01-01 00:00:00.000,0.0,1.0,15.0,"Zug, 6300",,useagain,90210,CH,de,,https://www.useagain.ch/de/komplette-kueche-l-form-mit-v-zug-geraeten-90210,G05.02,kitchen,,,,"{'score': 0.29472780227661133, 'start': 46, 'end': 58, 'answer': ' Glaskeramik'}","{'score': 0.276932030916214, 'start': 264, 'end': 303, 'answer': '\nAlle angegebenen Masse sind ca. Masse.'}","{'score': 0.19088537991046906, 'start': 292, 'end': 303, 'answer': ' ca. Masse.'}",Porcelain,Kitchenette units,Pr_20_65_50_46,Technical elements,Other,"Floor plates, gratings and edgings"
470,1282,1282,Küchenmöbel mit Granitplatte,,"['G05.01', 'J01.01', 'J01.02']",Furniture,,Ausbau,Möbel & Einrichtungen,Möbel,"Farbe: Weiss
FRANKE Armatur
Mit V-ZUG Geschirrspüler GS 60Si
Alle angegebenen Masse sind ca. Masse. Gerne können Sie die Artikel persönlich vor Ort in unserem Laden besichtigen.
Tiefe: 58.8 cm",,,,,,,,,2022-06-21,1000.0,,,1970-01-01,1000.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zug, 6300",,useagain,83144,CH,de,,https://www.useagain.ch/de/kuechenmoebel-mit-granitplatte-83144,J01,kitchen,,,,"{'score': 0.02066817693412304, 'start': 91, 'end': 102, 'answer': ' ca. Masse.'}","{'score': 0.05878821760416031, 'start': 62, 'end': 102, 'answer': '\r\nAlle angegebenen Masse sind ca. Masse.'}","{'score': 0.19742944836616516, 'start': 91, 'end': 102, 'answer': ' ca. Masse.'}",Porcelain,Kitchenette units,Pr_20_65_50_46,Furnishings,Furnishings,Furnishings
821,1652,1652,kleinst - Küchenkorpus,used & cleaned,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"neuerer, weisser Küchenkorpus (Schleifflack?) mit grauem Kunststein - sehr schwer, für Teeküche in Büro oder laden, rechts offenes Fach, vorne 2 Türli mit Handtuchauszug u Ablage oberhalb Türli, für in linke Ecke

Nr intern: 7128 HP 73474 L1",,60.0,122.0,91,,,,,2022-07-13,230.0,,,1970-01-01,230.0,1970-01-01 00:00:00.000,0.0,1.0,232.0,,,useagain,73474,CH,de,20170314_125602_570x570.jpg,https://www.useagain.ch/de/kleinst-kuechenkorpus-73474,G05.02,kitchen,,,,"{'score': 0.005402642302215099, 'start': 29, 'end': 45, 'answer': ' (Schleifflack?)'}","{'score': 3.899650982930325e-05, 'start': 224, 'end': 241, 'answer': ' 7128 HP 73474 L1'}","{'score': 1.3386465980147477e-06, 'start': 224, 'end': 241, 'answer': ' 7128 HP 73474 L1'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings"
1038,1885,1885,Küche zweiteilig / Einbauküche,"used, cleaned & tested",['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Einbauküche 2-zeilig
Hersteller: Piatti
Farbe: hellbraun

Schubladen mit Bremsfunktion
Abdeckung: Granit mit kleinem Riss (siehe Bild)

Geräte:
Kühlschrank: Bosch, Modell KIL42AD40, Baujahr 2014
Kombisteamer mit Wärme Schublade: Electrolux,  Modell EBSL 7TC 3, Baujahr 2003, 400V
Glaskeramikkochfeld Electrolux mit 4 Induktion-Kochzonen, Touch-Funktion, Modell GK78TCiO.4 Baujahr 2003, 230V
Geschirrspüler: Electrolux, Modell GA55LISW, Jahrgang 2017",,,,,,,,,2022-08-24,1200.0,,,1970-01-01,1200.0,1970-01-01 00:00:00.000,0.0,1.0,5.0,"Brügg, 2555",,useagain,90399,CH,de,,https://www.useagain.ch/de/kueche-zweiteilig-einbaukueche-90399,G05.02,kitchen,,,,"{'score': 0.0006573983700945973, 'start': 288, 'end': 309, 'answer': '\r\nGlaskeramikkochfeld'}","{'score': 4.555109262582846e-05, 'start': 0, 'end': 20, 'answer': 'Einbauküche 2-zeilig'}","{'score': 0.001339405425824225, 'start': 11, 'end': 20, 'answer': ' 2-zeilig'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,"Roof, Slabs, Stairs",Furnishings,"Floor plates, gratings and edgings"
1234,2083,2083,Küche ganz oder teilweise,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,Massangefertigte Küche mit funktionierender Vollaustattung.,Wood,,,,,,yellow,A,,1500.0,,,1970-01-01,1500.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Zürich, 8002",,useagain,90542,CH,de,whatsappimage2022-09-17at200511_570x570.jpg,https://www.useagain.ch/de/kueche-ganz-oder-teilweise-90542,H03.05,kitchen,,,,"{'score': 0.7007874250411987, 'start': 0, 'end': 16, 'answer': 'Massangefertigte'}","{'score': 0.04962267354130745, 'start': 0, 'end': 22, 'answer': 'Massangefertigte Küche'}","{'score': 0.03230302035808563, 'start': 0, 'end': 16, 'answer': 'Massangefertigte'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,Technical elements,"Covering, Finish","Floor plates, gratings and edgings"
1258,2109,2109,Küche ganz oder teilweise,"used, cleaned & tested",['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Massangefertigte Küche mit funktionierender Vollaustattung.
Masse auf Anfrage erhältlich.",Wood,,,,,,yellow,A,2022-09-17,1500.0,,,1970-01-01,1500.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Zürich, 8002",,useagain,90543,CH,de,whatsappimage2022-09-17at200511_%282%29_570x570.jpg,https://www.useagain.ch/de/kueche-ganz-oder-teilweise-90543,G05.02,kitchen,,,,"{'score': 0.7481457591056824, 'start': 0, 'end': 16, 'answer': 'Massangefertigte'}","{'score': 0.0011411776067689061, 'start': 0, 'end': 22, 'answer': 'Massangefertigte Küche'}","{'score': 0.03931846469640732, 'start': 0, 'end': 16, 'answer': 'Massangefertigte'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,Technical elements,"Covering, Finish","Floor plates, gratings and edgings"
1970,2821,2821,"Moderne , zweiteilige Küche",,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Gekauft wie gesehen
Muss in Kriens (LU) abgeholt werden

Masse Teil mit Kühlschrank: 2.6 * 2.4 m
Masse Teil mit Lavabo: 3.2 m",Wood,,,,,,,,,350.0,,,1970-01-01,350.0,1970-01-01 00:00:00.000,0.0,1.0,21.0,"Kriens, 6010",,useagain,91383,CH,de,img_1333_%281%29_570x570.jpg,https://www.useagain.ch/de/moderne-zweiteilige-kueche-91383,G05.02,kitchen,,,,"{'score': 3.879490395775065e-05, 'start': 84, 'end': 96, 'answer': ' 2.6 * 2.4 m'}","{'score': 0.789400041103363, 'start': 84, 'end': 96, 'answer': ' 2.6 * 2.4 m'}","{'score': 0.2931082248687744, 'start': 84, 'end': 96, 'answer': ' 2.6 * 2.4 m'}",Porcelain,Kitchenette units,Pr_20_65_50_46,Furnishings,Furnishings,"Floor plates, gratings and edgings"
2232,3090,3090,Küchenzeile mit Elementen,used,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Infolge anstehendem Umbau verschenken wir diese eingebaute, kleine Küchenzeile mit 4 Elementen (Schweizernorm à je 55cm). Abdeckung Naturstein mit Spüle, Einhebelmischer (Auszugsbrause) und Glaskeramikfeld (4 Zonen) und separatem Kühlschrank. 

Küchenzeile (Fronten in Holzimitat. Sockel leicht zurückgesetzt mit Höhe 9.5cm), Elemente von links nach rechts:
1. Geschirrspüler VZUG Adora N.
2. Unterbau-Spühle aus Chromstahl. Abfallfach mit Müllex-Kippbehälter.
3. Drei Schubladenauszüge.
4. Backofen/Herd VZUG Combair S inkl. Gitter und Backblech. Geräteschublade.
5. Separat zur Küche gehört ein freistehender kleiner Kühlschrank, weiss, mit integriertem Gefrierfach.

Die Küche ist ca 15-jährig, aber in ansprechendem Zustand. Alle Geräte zur Zeit funktionstüchtig.
Die Küche muss eigenhändig demontiert und abtransportiert werden und ist in diesem Fall gratis. Sofern nur die Geräte benötigt und ausgebaut werden, ist ein Unkostenbeitrag von 600.- zu leisten.

Vorzugsweise ist die Demontage vorzunehmen zwischen 26.2.23 und 31.3.23.",Mixed,222.0,60.0,89,,,mixed,,,0.0,,,1970-01-01,0.0,2023-09-25 00:00:00.000,0.0,1.0,107.0,"Latsch GR, 7484",,useagain,91589,CH,de,img_4880_570x570.jpg,https://www.useagain.ch/de/kuechenzeile-mit-4-elementen-91589,G05.02,kitchen,,,,"{'score': 0.17656069993972778, 'start': 131, 'end': 142, 'answer': ' Naturstein'}","{'score': 0.10918654501438141, 'start': 114, 'end': 121, 'answer': ' 55cm).'}","{'score': 0.051010504364967346, 'start': 82, 'end': 121, 'answer': ' 4 Elementen (Schweizernorm à je 55cm).'}",Ceramic,Kitchenette units,Pr_20_65_50_46,Technical elements,Furnishings,"Floor plates, gratings and edgings"
2307,3211,3211,Meuble de cuisine bas,used,['Sonstiges'],,Mobilier,Ausbau,Möbel & Einrichtungen,,"Porte stratifiée jaune (19 petites, 3 larges) et bleues (8 petites, 6 larges)  avec vitre verticale",Stainless steel,0.0,63.0,290,,,,,,620.0,0.0,0.0,1970-01-01,620.0,2023-09-25 00:00:00.000,92.0,0.0,,,Beaumont,materiuum,2210-5195,CH,fr,"['https://materiuum.ch/wp-content/uploads/2022/12/2210-5195-a-11-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2210-5195-b-11-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2210-5195-c-11-600x800.jpg']",https://materiuum.ch/produit/380393394/,,kitchen cabinet,,,,"{'score': 0.14851751923561096, 'start': 5, 'end': 16, 'answer': ' stratifiée'}","{'score': 0.010536561720073223, 'start': 22, 'end': 45, 'answer': ' (19 petites, 3 larges)'}","{'score': 0.05089096352458, 'start': 22, 'end': 45, 'answer': ' (19 petites, 3 larges)'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,Furnishings,Furnishings,Furnishings
2313,3222,3222,Meuble de cuisine haut,used,"['J01.01', 'J02.01']",Building furnishings,Mobilier,Ausbau,Möbel & Einrichtungen,Einrichtungen,Porte stratifiée avec grande vitre,Plastic,0.0,35.0,290,,,,,,480.0,0.0,0.0,1970-01-01,480.0,2023-09-25 00:00:00.000,78.0,0.0,,,Beaumont,materiuum,2210-5198,CH,fr,"['https://materiuum.ch/wp-content/uploads/2022/12/2210-5198-a-11-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2210-5198-b-11-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2022/12/2210-5198-c-11-600x800.jpg']",https://materiuum.ch/produit/380386-4/,J,kitchen,,,,"{'score': 0.6796742081642151, 'start': 5, 'end': 16, 'answer': ' stratifiée'}","{'score': 0.001767502399161458, 'start': 0, 'end': 16, 'answer': 'Porte stratifiée'}","{'score': 0.0002359153440920636, 'start': 0, 'end': 34, 'answer': 'Porte stratifiée avec grande vitre'}",Sitka spruce,Kitchenette units,Pr_20_65_50_46,Furnishings,Furnishings,Furnishings
