,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
183,953,953,"Wohnungseingangstüre mit Rahmen , schwer",used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"sehr schwere Wohnungseingangstüre mit Rahmen u. Dichtung, inkl. Türdrücker für kabazylinder, + Loch f  Kabaufsatzschloss, Band: links, Rahmenaussenmasse: B: 143cm; H:214cm  D: 4.5cm
intern: Nr : 628 ; ID: 16145 ; HP: 80224",Wood,6.0,90.0,200,,,,,2023-03-30,495.0,,,1970-01-01,495.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,80224,CH,de,20200831_164821_570x570.jpg,https://www.useagain.ch/de/wohnungseingangstuere-mit-rahmen-schwer-80224,G01.05,interior doors,,,,"{'score': 0.0948018953204155, 'start': 121, 'end': 127, 'answer': ' Band:'}","{'score': 0.21660082042217255, 'start': 153, 'end': 181, 'answer': ' B: 143cm; H:214cm  D: 4.5cm'}","{'score': 2.767820888038841e-06, 'start': 0, 'end': 4, 'answer': 'sehr'}",Architectural glass,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Safety cages
306,1095,1095,Türen Eiche furniert,,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"3 Zimmertüren mit Schloss, eine mit Drehzylinder

Türe 1 
Breite innen 82cm
Höhe innen 193 cm
Wandstärke 20.5 cm
Türe höhe 194 cm
Türe breite 86cm

Türe 2
Breite innen 70cm
Höhe innen 197.5cm
Wandstärke 4cm
Türehöhe 200cm
Türe breite 73.5cm

Türe 3
Breite innen 70cm
Höhe innen 193cm
Wandstärke 18.3cm
Türehöhe 194.5cm
Türe breite 73.5cm",Wood,,,,,,,,,1.0,,,1970-01-01,1.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Hochdorf, 6280",,useagain,81104,CH,de,,https://www.useagain.ch/de/3-tueren-eiche-furniert-81104,G01.05,interior doors,,,,"{'score': 3.073654806939885e-05, 'start': 128, 'end': 135, 'answer': ' 194 cm'}","{'score': 0.007678566966205835, 'start': 128, 'end': 135, 'answer': ' 194 cm'}","{'score': 0.05141851678490639, 'start': 0, 'end': 1, 'answer': '3'}",Encaustic,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Safety cages
455,1266,1266,Wohnungseingangstüre ehem .,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"sehr schwere Wohnungseingangstüre (ehem.  T-30), mit Spion, inkl. Rahmen, Band: rechts, für Kabazylinder, aussen rot, innen Weiss; Rahmenaussenmasse:  B:100cm; H: 209cm

intern: Nr: 9005 -7,55/6Â  ; ID: 16808 ; HP 78026",Wood,,84.0,196,,,,,2023-01-14,385.0,,,1970-01-01,385.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,78026,CH,de,20181212_105901_570x570.jpg,https://www.useagain.ch/de/wohnungseingangstuere-ehem.-t-30-78026,G01.05,interior doors,,,,"{'score': 0.00029291369719430804, 'start': 123, 'end': 130, 'answer': ' Weiss;'}","{'score': 0.00041490179137326777, 'start': 150, 'end': 168, 'answer': ' B:100cm; H: 209cm'}","{'score': 7.118928806448821e-07, 'start': 186, 'end': 195, 'answer': ' -7,55/6Â'}",Encaustic,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Furnishings
730,1558,1558,Wohnungseingangstüre oder f. Aussen,used & cleaned,['E03.02'],External pedestrian doors,,Ausbau,Türen & Tore,Aussentüren,"unisolierte Metalltüre mit Mattglas (vemutlich Pyrostopglas - da Wohnungstüre in MFH);  Oberlicht: Drahtglas; mit Rahmen , kein Schlüssel vorhanden; Band: rechts, Rahmenausenmass: B: 111 cm; T: 5cm; H: 235cm; ev auch als Aussentüre einsetzbar",Glass,5.0,100.0,204,,,,,,775.0,,,1970-01-01,775.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,79807,CH,de,20200525_164037_570x570.jpg,https://www.useagain.ch/de/wohnungseingangstuere-oder-f.-aussen-79807,E03.02,extrerior doors,,,,"{'score': 0.09677358716726303, 'start': 26, 'end': 35, 'answer': ' Mattglas'}","{'score': 0.000207759061595425, 'start': 182, 'end': 208, 'answer': ' 111 cm; T: 5cm; H: 235cm;'}","{'score': 1.1708952740718814e-07, 'start': 182, 'end': 186, 'answer': ' 111'}",Encaustic,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings
860,1693,1693,schmale Wohnungseingangstüre,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"schmale sehr schwere Wohnungseingangstüre mit Dichtung u Rahmen - vermutlich Brandschutztüre (aber welche Norm?), Band: rechts, Rahmenaussenmasse: H: 221cm, B: 105cm; BJ ev Juli 1994?
keine Schlüssel vorhanden (-&gt;Schloss ist auf geschlosen), ich kann bei bedarf den Zylinder demontieren (wird dabei zerstört)
Bitte beachten Sie, dass einer dieser Artikel nicht im Laden sondern im unbedienten lager ist. daher unbedingt mind 1 Tag vorher tel. geben, damit wir ihn hierher holen können - danke",Wood,4.0,81.0,205,,,,,,395.0,,,1970-01-01,395.0,1970-01-01 00:00:00.000,0.0,1.0,,,,useagain,77232,CH,de,20180830_170933_570x570.jpg,https://www.useagain.ch/de/schmale-wohnungseingangstuere-77232,G01.05,interior doors,,,,"{'score': 0.01076708734035492, 'start': 113, 'end': 119, 'answer': ' Band:'}","{'score': 0.25870609283447266, 'start': 146, 'end': 166, 'answer': ' H: 221cm, B: 105cm;'}","{'score': 1.6190886071854038e-06, 'start': 383, 'end': 406, 'answer': ' unbedienten lager ist.'}",Sitka spruce,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings
1392,2243,2243,Innentür,"used, cleaned & tested",['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 196 cm, B: 86 cm, T: 4 cm
Material: gemischt
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 111468",,,,,,,,,2022-10-24,80.0,,,1970-01-01,80.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91168,CH,de,111468_570x570.jpg,https://www.useagain.ch/de/innentuer-91168,G01.05,interior doors,,,,"{'score': 0.9876009225845337, 'start': 95, 'end': 104, 'answer': ' gemischt'}","{'score': 0.7892106175422668, 'start': 56, 'end': 85, 'answer': ' H: 196 cm, B: 86 cm, T: 4 cm'}","{'score': 0.2929213345050812, 'start': 56, 'end': 85, 'answer': ' H: 196 cm, B: 86 cm, T: 4 cm'}",Encaustic,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Furnishings
1549,2400,2400,Eingangstür,"used, cleaned & tested",['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Hersteller: keine Angaben
Garantie: ohne Garantie
Masse: H: 203 cm, B: 90 cm, T: 4.5 cm
Mängel: Gebrauchsspuren
Material: Holz
Zustand: occasion/gebraucht

Artikel Nr: 111695",,,,,,,,,2022-10-06,399.0,,,1970-01-01,399.0,1970-01-01 00:00:00.000,0.0,1.0,20.0,"Münchenstein, 4142",,useagain,90811,CH,de,111695_570x570.jpg,https://www.useagain.ch/de/eingangstuer-90811,G01.05,interior doors,,,,"{'score': 0.9856806397438049, 'start': 121, 'end': 126, 'answer': ' Holz'}","{'score': 0.7619171142578125, 'start': 56, 'end': 87, 'answer': ' H: 203 cm, B: 90 cm, T: 4.5 cm'}","{'score': 0.28584983944892883, 'start': 56, 'end': 87, 'answer': ' H: 203 cm, B: 90 cm, T: 4.5 cm'}",Encaustic,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Other
1626,2477,2477,Innentüre grau,"used, cleaned & tested",['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Hersteller: Keine Angaben
Garantie: ohne Garantie
Masse: H: 210 cm,B: 84 cm,T: 4 cm
Mängel: Gebrauchsspuren
Material: Holz
Zustand: occasion/gebraucht

Artikelnr:  111359",,,,,,,,,2022-10-03,169.0,,,1970-01-01,169.0,1970-01-01 00:00:00.000,0.0,1.0,29.0,"Münchenstein, 4142",,useagain,90687,CH,de,111359_570x570.jpg,https://www.useagain.ch/de/innentuere-grau-90687,G01.05,interior doors,,,,"{'score': 0.986194908618927, 'start': 117, 'end': 122, 'answer': ' Holz'}","{'score': 0.7645002007484436, 'start': 56, 'end': 83, 'answer': ' H: 210 cm,B: 84 cm,T: 4 cm'}","{'score': 0.25565993785858154, 'start': 56, 'end': 83, 'answer': ' H: 210 cm,B: 84 cm,T: 4 cm'}",Sitka spruce,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings
1788,2639,2639,Innentüre weiss,"used, cleaned & tested",['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Hersteller: Keine Angaben
Garantie: ohne Garantie
Masse: H: 201,5 cm,B: 79,5 cm,T: 4 cm
Mängel: Gebrauchsspuren
Material: Holz
Zustand: occasion/gebraucht

Artikelnr:  111358",Wood,4.0,79.0,"201,5",,,,,2022-10-03,169.0,,,1970-01-01,40.0,2023-09-25 00:00:00.000,0.0,1.0,173.0,"Münchenstein, 4142",,useagain,90684,CH,de,111358_570x570.jpg,https://www.useagain.ch/de/innentuere-weiss-90684,G01.05,interior doors,,,,"{'score': 0.9863431453704834, 'start': 121, 'end': 126, 'answer': ' Holz'}","{'score': 0.0967455580830574, 'start': 59, 'end': 87, 'answer': ' 201,5 cm,B: 79,5 cm,T: 4 cm'}","{'score': 0.04425887018442154, 'start': 59, 'end': 87, 'answer': ' 201,5 cm,B: 79,5 cm,T: 4 cm'}",Sitka spruce,Door hinges,Pr_30_36_36_21,Openings,"Door, Windows, Gates",Furnishings
1789,2640,2640,Innentüre grau,"used, cleaned & tested",['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"Hersteller: Keine Angaben
Garantie: ohne Garantie
Masse: H: 203 cm, B: 84 cm, T: 4 cm
Mängel: Gebrauchsspuren
Material: Holz
Zustand: occasion/gebraucht

Artikelnr:  111360",Wood,4.0,84.0,203,,,gray,,2022-10-03,169.0,,,1970-01-01,80.0,1970-01-01 00:00:00.002,-89.0,1.0,173.0,"Münchenstein, 4142",,useagain,90688,CH,de,111360_570x570.jpg,https://www.useagain.ch/de/innentuere-grau-90688,G01.05,interior doors,,,,"{'score': 0.9865635633468628, 'start': 119, 'end': 124, 'answer': ' Holz'}","{'score': 0.7701941132545471, 'start': 56, 'end': 85, 'answer': ' H: 203 cm, B: 84 cm, T: 4 cm'}","{'score': 0.21423384547233582, 'start': 56, 'end': 85, 'answer': ' H: 203 cm, B: 84 cm, T: 4 cm'}",Sitka spruce,Door hinges,Pr_30_36_36_21,"Roof, Slabs, Stairs","Door, Windows, Gates",Furnishings
