,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
258,1039,1039,Pissoir,"used, cleaned & tested",['D09.05'],"Wastewater: control fittings, appliances",,Gebäudetechnik & Sanitär,Sanitär,WCs - Toiletten,Produkte-Nr. 2601,Ceramic,67.0,36.0,10,,,,,2023-01-13,60.0,,,1970-01-01,60.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Zürich, 8050",,useagain,82989,CH,de,2601_1_570x570.jpg,https://www.useagain.ch/de/pissoir-82989,D09.05,urinal,,,,"{'score': 0.0015808162279427052, 'start': 12, 'end': 17, 'answer': ' 2601'}","{'score': 0.00011308527609799057, 'start': 12, 'end': 17, 'answer': ' 2601'}","{'score': 0.36840203404426575, 'start': 12, 'end': 17, 'answer': ' 2601'}",Pisé,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories
414,1223,1223,Stuhl,"used, cleaned & tested",,,,Ausbau,Möbel & Einrichtungen,Möbel,Sitzhöhe verstellbar von 43-63cm,,,,,,,,,2022-08-09,20.0,,,1970-01-01,20.0,1970-01-01 00:00:00.000,0.0,1.0,18.0,"Zürich, 8050",,useagain,79202,CH,de,,https://www.useagain.ch/de/stuhl-embru-79202,,chair,,,,"{'score': 0.00031640962697565556, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}","{'score': 0.37143686413764954, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}","{'score': 0.0009102138574235141, 'start': 24, 'end': 32, 'answer': ' 43-63cm'}",Pisé,Sedge,Pr_45_31_63_76,Furnishings,Furnishings,Furnishings
694,1522,1522,DAchfenster,mixed,"['E03.01', 'F02.02']",Windows,,Gebäudehülle & Konstruktion,Fenster,Dachfenster,"rel gut erhaltene Dachfenster (von VELUX , TYP: GGL U04) mit Innenrouleau weiss. inkl. Kupfereindeckrahmen (für Ziegel)
intern: Nr 1128 - 32 , HP 81033 ; ID 15917",,,,,,,,,2022-09-30,375.0,,,1970-01-01,375.0,1970-01-01 00:00:00.000,0.0,1.0,121.0,,,useagain,81033,CH,de,20210317_095910_570x570.jpg,https://www.useagain.ch/de/velux-dachfenster-ggl-u04-81033,E03.01,roof window,,,,"{'score': 0.07464727014303207, 'start': 73, 'end': 80, 'answer': ' weiss.'}","{'score': 0.0005119660054333508, 'start': 127, 'end': 140, 'answer': ' Nr 1128 - 32'}","{'score': 2.791389078993234e-06, 'start': 60, 'end': 80, 'answer': ' Innenrouleau weiss.'}",Daub,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Covering, Finish",Masonry walling units
793,1624,1624,Duschecke Echtgals klar,used & cleaned,['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Badewanne & Dusche,"Duschecke aus klarem Echtglas ( Securit), - effektiv 2 Türen , können vertauscht werden 1 x B: 84cm, 1 x 95cm  ( inkl. je 10 cm Aluprofil)-&gt; diese könnten auch weggelassen werden",Glass,84.0,95.0,201,,,,,,425.0,,,1970-01-01,425.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,79767,CH,de,20200506_090256_570x570.jpg,https://www.useagain.ch/de/duschecke-echtgals-klar-79767,J01.02,shower,,,,"{'score': 0.29902493953704834, 'start': 13, 'end': 29, 'answer': ' klarem Echtglas'}","{'score': 0.06295036524534225, 'start': 87, 'end': 109, 'answer': ' 1 x B: 84cm, 1 x 95cm'}","{'score': 0.0021954888943582773, 'start': 87, 'end': 109, 'answer': ' 1 x B: 84cm, 1 x 95cm'}",Pisé,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Covering, Finish",Headwall and swale inlet products
957,1791,1791,Pissoir,,['D09.05'],"Wastewater: control fittings, appliances",,Gebäudetechnik & Sanitär,Sanitär,WCs - Toiletten,"Produkte-Nr. 2590
Lochabstand: 25 cm",Ceramic,,,,,,,,2023-01-13,60.0,,,1970-01-01,60.0,1970-01-01 00:00:00.000,0.0,1.0,184.0,"Zürich, 8050",,useagain,82972,CH,de,2590_1_570x570.jpg,https://www.useagain.ch/de/pissoir-82972,D09.05,urinal,,,,"{'score': 0.005068703554570675, 'start': 12, 'end': 17, 'answer': ' 2590'}","{'score': 0.11312876641750336, 'start': 17, 'end': 36, 'answer': '\nLochabstand: 25 cm'}","{'score': 0.7918096780776978, 'start': 12, 'end': 17, 'answer': ' 2590'}",Pisé,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Floors, Ceiling",Sanitary fittings and accessories
1509,2360,2360,hängend,"used, cleaned & tested",['D09.05'],"Wastewater: control fittings, appliances",,Gebäudetechnik & Sanitär,Sanitär,WCs - Toiletten,"Hersteller: keine Angaben
Garantie: ohne Garantie
Lochabstand: 20cm
Mängel: Gebrauchsspuren
Material: Keramik
Montage: Wandmontage
Zustand: occasion/gebraucht

Artikel Nr: 105843",,,,,,,,,2022-10-17,40.0,,,1970-01-01,40.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,90922,CH,de,wcc_570x570.png,https://www.useagain.ch/de/wc-haengend-90922,D09.05,WC,,,,"{'score': 0.988739550113678, 'start': 101, 'end': 109, 'answer': ' Keramik'}","{'score': 0.3907443583011627, 'start': 62, 'end': 67, 'answer': ' 20cm'}","{'score': 3.456159174675122e-05, 'start': 62, 'end': 67, 'answer': ' 20cm'}",Pisé,Sedge,Pr_45_31_63_76,"Roof, Slabs, Stairs","Covering, Finish","Lighting columns, brackets and bollards"
1512,2363,2363,hängend,"used, cleaned & tested",['D09.05'],"Wastewater: control fittings, appliances",,Gebäudetechnik & Sanitär,Sanitär,WCs - Toiletten,"Hersteller: keine Angaben
Garantie: ohne Garantie
Lochabstand: 20 cm 
Mängel: Gebrauchsspuren
Montage: Unterbau
Zustand: occasion/gebraucht

Artikel Nr: 109296",,,,,,,,,2022-10-18,60.0,,,1970-01-01,60.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91010,CH,de,109296_1_570x570.jpg,https://www.useagain.ch/de/wc-haengend-91010,D09.05,WC,,,,"{'score': 0.001728690112940967, 'start': 25, 'end': 49, 'answer': '\nGarantie: ohne Garantie'}","{'score': 0.35778307914733887, 'start': 62, 'end': 68, 'answer': ' 20 cm'}","{'score': 0.00011634542170213535, 'start': 140, 'end': 159, 'answer': '\nArtikel Nr: 109296'}",Pisé,Sedge,Pr_45_31_63_76,"Roof, Slabs, Stairs","Covering, Finish","Lighting columns, brackets and bollards"
1516,2367,2367,hängend,"used, cleaned & tested",['D09.05'],"Wastewater: control fittings, appliances",,Gebäudetechnik & Sanitär,Sanitär,WCs - Toiletten,"Hersteller: Schloter Systems
Garantie: ohne Garantie
Lochabstand: 18 cm
Masse: H: 37 cm B: 36 cm T: 53 cm
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 111040",,,,,,,,,2022-10-19,39.0,,,1970-01-01,39.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91025,CH,de,kkkk_570x570.jpg,https://www.useagain.ch/de/wc-haengend-91025,D09.05,WC,,,,"{'score': 0.9908583760261536, 'start': 139, 'end': 147, 'answer': ' Keramik'}","{'score': 0.7415803074836731, 'start': 78, 'end': 105, 'answer': ' H: 37 cm B: 36 cm T: 53 cm'}","{'score': 0.00019221598631702363, 'start': 78, 'end': 105, 'answer': ' H: 37 cm B: 36 cm T: 53 cm'}",Pisé,Sedge,Pr_45_31_63_76,"Roof, Slabs, Stairs","Covering, Finish","Lighting columns, brackets and bollards"
1523,2374,2374,Waschtisch weiss,"used, cleaned & tested",['J01.02'],Use-specific furniture,,Gebäudetechnik & Sanitär,Sanitär,Waschtisch & Lavabos,"Hersteller: Reisser
Garantie: ohne Garantie
Lochabstand: 24,5 cm 
Masse: H: 16 cm B: 53/60 cm T: 47 cm
Mängel: Gebrauchsspuren
Material: Keramik
Zustand: occasion/gebraucht

Artikel Nr: 110855",,,,,,,,,2022-10-21,40.0,,,1970-01-01,40.0,1970-01-01 00:00:00.000,0.0,1.0,92.0,"Münchenstein, 4142",,useagain,91088,CH,de,110855_570x570.jpg,https://www.useagain.ch/de/waschtisch-weiss-91088,J01.02,sink,,,,"{'score': 0.9834195971488953, 'start': 136, 'end': 144, 'answer': ' Keramik'}","{'score': 0.37254053354263306, 'start': 72, 'end': 102, 'answer': ' H: 16 cm B: 53/60 cm T: 47 cm'}","{'score': 2.3059226805344224e-05, 'start': 173, 'end': 192, 'answer': '\nArtikel Nr: 110855'}",Pisé,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Covering, Finish",Headwall and swale inlet products
1555,2406,2406,stehend,"used, cleaned & tested",['Sonstiges'],,,Gebäudetechnik & Sanitär,Sanitär,WC-Anlagen,"Hersteller: Keramic Made in Germany
Garantie: ohne Garantie
Lochabstand: 30 cm
Masse: H: 40 cm B: 36 cm T: 67 cm
Material: Keramik
Mängel: Gebrauchsspuren
Zustand: occasion/gebraucht

Artikel Nr: 110903",,,,,,,,,2022-10-19,60.0,,,1970-01-01,60.0,1970-01-01 00:00:00.000,0.0,1.0,20.0,"Münchenstein, 4142",,useagain,91023,CH,de,110903_570x570.jpg,https://www.useagain.ch/de/wc-stehend-91023,,WC,,,,"{'score': 0.930217981338501, 'start': 122, 'end': 130, 'answer': ' Keramik'}","{'score': 0.5415722131729126, 'start': 85, 'end': 112, 'answer': ' H: 40 cm B: 36 cm T: 67 cm'}","{'score': 3.12584888888523e-05, 'start': 85, 'end': 112, 'answer': ' H: 40 cm B: 36 cm T: 67 cm'}",Pisé,Sedge,Pr_45_31_63_76,"Wall, Barriers, Pannels","Covering, Finish","Lighting columns, brackets and bollards"
