,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
71,831,831,Diverse schalter und steckdosen neu,like new,"['D01.02', 'D01.08', 'D02.07', 'Sonstiges']",Electrical installations,,Gebäudetechnik & Sanitär,Elektro & Leuchten,Zubehör,"Schalter, Schalter steckdosen, Dimmer, LS, schützen",Plastic,,,,,,,,,15.0,,,1970-01-01,15.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Zürich, 8057",,useagain,82947,CH,de,224092_570x570.jpg,https://www.useagain.ch/de/diverse-schalter-und-steckdosen-neu-82947,D01,,,,,"{'score': 0.00779559975489974, 'start': 42, 'end': 51, 'answer': ' schützen'}","{'score': 0.002714544301852584, 'start': 42, 'end': 51, 'answer': ' schützen'}","{'score': 3.604891026043333e-05, 'start': 42, 'end': 51, 'answer': ' schützen'}",Sitka spruce,Lacquers,Pr_35_31_68_46,Furnishings,"Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings"
78,838,838,Laminat,used & cleaned,['G02.02'],Floor coverings,,Ausbau,Boden - & Wandbeläge,Laminat,2 Zimmer à je 13 und 7m2 unverleimt verlegt,Wood,,450.0,450,,,,,,20.0,,,1970-01-01,20.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Steffisburg, 3612",,useagain,80220,CH,de,laminat-og-zi-2_570x570.jpg,https://www.useagain.ch/de/laminat-80220,G02.02,laminate,,,,"{'score': 0.1590372920036316, 'start': 24, 'end': 43, 'answer': ' unverleimt verlegt'}","{'score': 0.029419131577014923, 'start': 0, 'end': 24, 'answer': '2 Zimmer à je 13 und 7m2'}","{'score': 0.005215703975409269, 'start': 0, 'end': 24, 'answer': '2 Zimmer à je 13 und 7m2'}",Lignite,Lacquers,Pr_35_31_68_46,Other,Other,"Non-rigid sheet, mat and strip covering and finish products"
170,940,940,Plattenheizkörper Typ,used & cleaned,"['D05.01', 'D05.05']",Heating installations,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Heizkörper,"Heizkörper

Material: Metall
Farbe: weiss
Modelltyp: Typ22
Ausführung: 2 Reihen Konvektionslamellen
Anschluss: 1-Rohrsystem
Montageart: Horizontal
Entlüftung, Entwässerung ohne Thermostat
Ohne Montagelaschen!
Zustand: Lackschäden vorhanden",Metal,9.0,140.0,51,,,,,2022-06-07,70.0,,,1970-01-01,70.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Brügg, 2555",,useagain,82581,CH,de,1_%2858%29_570x570.jpg,https://www.useagain.ch/de/plattenheizkoerper-typ22-82581,D05,radiator,,,,"{'score': 0.9944842457771301, 'start': 21, 'end': 28, 'answer': ' Metall'}","{'score': 0.2213122397661209, 'start': 70, 'end': 99, 'answer': ' 2 Reihen Konvektionslamellen'}","{'score': 0.0078046610578894615, 'start': 70, 'end': 72, 'answer': ' 2'}",Lignite,Lacquers,Pr_35_31_68_46,Structural elements,"Covering, Finish","Floor plates, gratings and edgings"
236,1013,1013,"Rustikale , gebrauchte Einbaukueche",used & cleaned,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Einbauküchen,"Gut erhaltene Kueche inkl. Kuehlschrank, Glaskeramikfeld, Abzug, ausziehbarer, runder Tisch und Eckbank. Muss selber ausgebaut und abgeholt werden. Weitere Details oder Ausmessung auf Anfrage",Wood,,,,,,,,,1700.0,,,1970-01-01,1700.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Meierskappel, 6344",,useagain,77105,CH,de,99bdf26c-36bc-475a-9151-3f2f2bd6d0a3_570x570.jpeg,https://www.useagain.ch/de/rustikale-gebrauchte-einbaukueche-77105,G05.02,,,,,"{'score': 0.01889440417289734, 'start': 40, 'end': 57, 'answer': ' Glaskeramikfeld,'}","{'score': 0.0002752692671492696, 'start': 168, 'end': 179, 'answer': ' Ausmessung'}","{'score': 0.0004399545141495764, 'start': 13, 'end': 20, 'answer': ' Kueche'}",Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels",Furnishings,"Lighting columns, brackets and bollards"
336,1128,1128,Edelstahl Einbauspüle,used & cleaned,['G05.02'],Fitted kitchens,,Ausbau,Küchen & Gastronomie,Spülen,Edelstahl Einbauspüle,Mixed,118.0,60.0,"23,5",,,,,2022-06-15,50.0,,,1970-01-01,50.0,1970-01-01 00:00:00.000,0.0,1.0,271.0,"Zug, 6300",,useagain,81273,CH,de,sam_7651_570x570.jpg,https://www.useagain.ch/de/edelstahl-einbauspuele-81273,G05.02,,,,,"{'score': 0.9915623664855957, 'start': 0, 'end': 9, 'answer': 'Edelstahl'}","{'score': 0.02637980692088604, 'start': 0, 'end': 21, 'answer': 'Edelstahl Einbauspüle'}","{'score': 0.009880764409899712, 'start': 0, 'end': 21, 'answer': 'Edelstahl Einbauspüle'}",Lignite,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings"
421,1230,1230,Türbeschläge/Türdrücker Stück,used & cleaned,['G01.05'],Internal pedestrian doors,,Ausbau,Türen & Tore,Innentüren,"14 Türdrücker Sets; gebraucht guter Zustand aus Renovation
abzugeben Ende Dezember/anfangs 2020.
Privatverkauf, keine Garantie keine Rücknahme.
Vorzugsweise an Abholer, Versand nur nach Absprache
Beschläge im Set zum Fixpreis.
Die Zimmertüren selbst sind an Interessenten nach Absprache gratis abzugeben, bitte melden.",Metal,,,,,,,,,200.0,,,1970-01-01,200.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Wil, 9500",,useagain,79131,CH,de,img_0452_570x570.jpg,https://www.useagain.ch/de/tuerbeschlaege-tuerdruecker-ch-bb-14-stueck-79131,G01.05,interior doors,,,,"{'score': 1.1488013740290626e-07, 'start': 143, 'end': 195, 'answer': '\nVorzugsweise an Abholer, Versand nur nach Absprache'}","{'score': 0.00013570737792178988, 'start': 0, 'end': 19, 'answer': '14 Türdrücker Sets;'}","{'score': 0.43487438559532166, 'start': 0, 'end': 2, 'answer': '14'}",Granule,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Blocks, Panels, Fences, Bricks","Floor plates, gratings and edgings"
513,1330,1330,Handtuchhalter Edelstahl,,,,,Gebäudetechnik & Sanitär,"Heizung, Klima & Lüftung",Zubehör,"Hersteller: Weko
Garantie: ohne Garantie
Masse: H: 6cm, B: 86cm, T: 9,5cm
Mängel: Gebrauchsspuren
Material: Edelstahl
Zustand: occasion/gebraucht

Artikelnr:  111832",Metal,,,,,,,,2022-08-10,16.0,,,1970-01-01,16.0,1970-01-01 00:00:00.000,0.0,1.0,175.0,"Münchenstein, 4142",,useagain,90315,CH,de,111832_570x570.jpg,https://www.useagain.ch/de/handtuchhalter-edelstahl-90315,,,,,,"{'score': 0.9821029901504517, 'start': 107, 'end': 117, 'answer': ' Edelstahl'}","{'score': 0.8474835157394409, 'start': 47, 'end': 73, 'answer': ' H: 6cm, B: 86cm, T: 9,5cm'}","{'score': 0.014682351611554623, 'start': 47, 'end': 73, 'answer': ' H: 6cm, B: 86cm, T: 9,5cm'}",Sitka spruce,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories
632,1451,1451,Verbundsteine klein,used & cleaned,"['I03.02', 'I03.07', 'I04.01', 'I04.03']",Green spaces,,Umgebung,Garten & Aussenbereich,Umgebungsfläche,Artikelnr: 111481,Concrete,6.0,15.0,15,,,gray,,2022-06-01,0.0,,,1970-01-01,0.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Münchenstein, 4142",,useagain,83031,CH,de,111481_570x570.jpg,https://www.useagain.ch/de/verbundsteine-klein-83031,I03,interlocking brick,,,,"{'score': 0.10833541303873062, 'start': 10, 'end': 17, 'answer': ' 111481'}","{'score': 0.00018988322699442506, 'start': 0, 'end': 17, 'answer': 'Artikelnr: 111481'}","{'score': 0.02437564544379711, 'start': 10, 'end': 17, 'answer': ' 111481'}",Sitka spruce,Lacquers,Pr_35_31_68_46,Structural elements,"Blocks, Panels, Fences, Bricks","Lighting columns, brackets and bollards"
649,1468,1468,Handtuchhalter Edelstahl,"used, cleaned & tested",['Sonstiges'],,,Gebäudetechnik & Sanitär,Sanitär,Zubehör,"Hersteller: Weko
Garantie: ohne Garantie
Masse: H: 9.7cm, B: 27cm, T: 6.2cm
Mängel: Gebrauchsspuren
Material: Edelstahl
Zustand: occasion/gebraucht

Artikelnr:  111833",Metal,27.0,6.0,"9,7",,,,,2022-08-10,16.0,,,1970-01-01,16.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,"Münchenstein, 4142",,useagain,90316,CH,de,111833_570x570.jpg,https://www.useagain.ch/de/handtuchhalter-edelstahl-90316,,,,,,"{'score': 0.9837926626205444, 'start': 109, 'end': 119, 'answer': ' Edelstahl'}","{'score': 0.8271721601486206, 'start': 47, 'end': 75, 'answer': ' H: 9.7cm, B: 27cm, T: 6.2cm'}","{'score': 0.05816112458705902, 'start': 47, 'end': 75, 'answer': ' H: 9.7cm, B: 27cm, T: 6.2cm'}",Sitka spruce,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories
732,1560,1560,Verstärkter Schlauch,like new,['Sonstiges'],,,Gebäudetechnik & Sanitär,Sanitär,Zubehör,"Verstärkter Schlauch für Absaug- oder Verteilsysteme von Wasser oder Luft. Der Schlauch ist in Packungen zu 30 m und insgesamt 720 m erhältlich. Je nach gekaufter Länge kostet der Schlauch zwischen 2 und 5 Euro pro Meter. 1"" 1 zoll",Plastic,,,,,,,,,5.0,,,1970-01-01,5.0,2023-09-25 00:00:00.000,0.0,1.0,265.0,,,useagain,83181,CH,de,6220594_1_%281%29_570x570.jpg,https://www.useagain.ch/de/verstaerkter-schlauch-83181,,,,,,"{'score': 0.49400201439857483, 'start': 0, 'end': 20, 'answer': 'Verstärkter Schlauch'}","{'score': 0.6408351063728333, 'start': 221, 'end': 231, 'answer': ' 1"" 1 zoll'}","{'score': 0.5442051291465759, 'start': 107, 'end': 112, 'answer': ' 30 m'}",Silt,Lacquers,Pr_35_31_68_46,"Wall, Barriers, Pannels","Covering, Finish",Sanitary fittings and accessories
